Alliance Credit,ACI03,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/alliancecreditinvestments/ACI03,
Alliance Funds,AFM,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/alliancefundsmanagement/AFM,
Alliance Integ,AIM,http://www.moneycontrol.com/india/stockpricequote/steelspongeiron/allianceintegratedmetaliks/AIM,
Allied Computer,ACI13,http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/alliedcomputersinternationalasia/ACI13,
Allied Digital,ADS01,http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/allieddigitalservices/ADS01,
Allied Resins,ARC,http://www.moneycontrol.com/india/stockpricequote/chemicals/alliedresinschemicals/ARC,
ALLSEC Tech,ALL01,http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/allsectechnologies/ALL01,
Allsoft Corp,AC17,http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/allsoftcorporation/AC17,
Almondz Global,AGS,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/almondzglobalsecurities/AGS,
Alna Trading,ATE03,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/alnatradingexports/ATE03,
Alok Industries,AI54,http://www.moneycontrol.com/india/stockpricequote/textilesweaving/alokindustries/AI54,
Alora Trading ,ATC03,http://www.moneycontrol.com/india/stockpricequote/trading/aloratradingcompanylimited/ATC03,
Alp Exports,AE04,http://www.moneycontrol.com/india/stockpricequote/leatherproducts/alpexports/AE04,
Alpa Labs,AL11,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/alpalaboratories/AL11,
Alpha Drugs,ADI,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/alphadrugsindia/ADI,
Alpha Graphic,AGI03,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/alphagraphicindia/AGI03,
Alpha Hi-Tech,AHT,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/alphahitechfuel/AHT,
Alphageo,AI10,http://www.moneycontrol.com/india/stockpricequote/oildrillingandexploration/alphageoindia/AI10,
Alpic Finance,AF05,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/alpicfinance/AF05,
Alpine Capital,ACS,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/alpinecapitalservices/ACS,
Alpine Hsg,AHD,http://www.moneycontrol.com/india/stockpricequote/constructioncontractinghousing/alpinehousingdevcorp/AHD,
Alpine Ind,AI11,http://www.moneycontrol.com/india/stockpricequote/edibleoilssolventextraction/alpineindustries/AI11,
Alps Industries,AI12,http://www.moneycontrol.com/india/stockpricequote/textilesgeneral/alpsindustries/AI12,
Alps Infosys,AI42,http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/alpsinfosys/AI42,
Alps Labs,AL04,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/alpslaboratories/AL04,
Alps Motor Fin,AMF03,http://www.moneycontrol.com/india/stockpricequote/financegeneral/alpsmotorfinance/AMF03,
Alsa Construct,ACH,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/alsaconstructionshousing/ACH,
Alsa Marine,AMH,http://www.moneycontrol.com/india/stockpricequote/aquaculture/alsamarineharvests/AMH,
Alstone Text,SH14,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/alstonetextiles/SH14,
Altos India,AI13,http://www.moneycontrol.com/india/stockpricequote/computershardware/altosindia/AI13,
Alufluoride,A01,http://www.moneycontrol.com/india/stockpricequote/chemicals/alufluoride/A01,
Aluminium Ind,AIL,http://www.moneycontrol.com/india/stockpricequote/aluminium/aluminiumindustries/AIL,
Amajin Agro Exp,AAE,http://www.moneycontrol.com/india/stockpricequote/foodprocessing/amajinagroexports/AAE,
Amal,AP05,http://www.moneycontrol.com/india/stockpricequote/dyespigments/amal/AP05,
Amalgamated Ele,AE05,http://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/amalgamatedelectricity/AE05,
Aman Aditya Fin,AAF,http://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/amanadityafinancialservices/AAF,
Amani Trading,ATE01,http://www.moneycontrol.com/india/stockpricequote/trading/amanitradingexports/ATE01,
Amar Alcoholi,AA07,http://www.moneycontrol.com/india/stockpricequote/breweriesdistilleries/amaralcoholi/AA07,
Amar Dye-Chem,ADC,http://www.moneycontrol.com/india/stockpricequote/chemicals/amardyechem/ADC,
Amar Remedies,AR07,http://www.moneycontrol.com/india/stockpricequote/personalcare/amarremedies/AR07,
Amar Vanijya,AVL,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/amarvanijya/AVL,
Amara Raja Batt,ARB,http://www.moneycontrol.com/india/stockpricequote/autoancillaries/amararajabatteries/ARB,
Amardeep,AI53,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/amardeepindustries/AI53,
Amarjothi Spin,ASM01,http://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/amarjothispinningmills/ASM01,
Amarnath Sec,AS25,http://www.moneycontrol.com/india/stockpricequote/financegeneral/amarnathsecurities/AS25,
Amaze Entertech,BAL01,http://www.moneycontrol.com/india/stockpricequote/machinetools/amazeentertech/BAL01,
Amb Cem East,ACE,http://www.moneycontrol.com/india/stockpricequote/cementmajor/ambujacementeastern/ACE,
Amba Enterprise,AE18,http://www.moneycontrol.com/india/stockpricequote/electricequipment/ambaenterprises/AE18,
Ambalal Sarabha,ASE,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/ambalalsarabhaienterprise/ASE,
Ambe Hotel,AHR02,http://www.moneycontrol.com/india/stockpricequote/hotels/ambehotelresorts/AHR02,
Ambica Agar,AA9,http://www.moneycontrol.com/india/stockpricequote/trading/ambicaagar/AA9,
Ambik Proteins ,APL01,http://www.moneycontrol.com/india/stockpricequote/edibleoilssolventextraction/ambikproteins/APL01,
Ambika Cotton,ACM04,http://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/ambikacottonmills/ACM04,
Ambika Silk,ASM05,http://www.moneycontrol.com/india/stockpricequote/textilesprocessing/ambikasilkmillsco/ASM05,
Ambition Mica,AM,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/ambitionmica/AM,
Ambitious Plast,AP06,http://www.moneycontrol.com/india/stockpricequote/plastics/ambitiousplastomac/AP06,
Ambuja Agro,AAI01,http://www.moneycontrol.com/india/stockpricequote/edibleoilssolventextraction/ambujaagroindustries/AAI01,
Ambuja Cem Raj,ACR01,http://www.moneycontrol.com/india/stockpricequote/cementmajor/ambujacementrajasthan/ACR01,
Ambuja Cements,AC18,http://www.moneycontrol.com/india/stockpricequote/cementmajor/ambujacements/AC18,
Ambuja Electro,AE06,http://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/ambujaelectrocastings/AE06,
Ambuja Flour,AFM01,http://www.moneycontrol.com/india/stockpricequote/foodprocessing/ambujaflourmills/AFM01,
Ambuja Shipping,ASS,http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/ambujashippingsoftware/ASS,
Ambuja Zinc,AZ,http://www.moneycontrol.com/india/stockpricequote/miningminerals/ambujazinc/AZ,
Amco India,AI61,http://www.moneycontrol.com/india/stockpricequote/plastics/amcoindia/AI61,
AMD Industries,AMD02,http://www.moneycontrol.com/india/stockpricequote/packaging/amdindustries/AMD02,
AMEI Power,AME,http://www.moneycontrol.com/india/stockpricequote/electricequipment/ameipower/AME,
American Paints,API04,http://www.moneycontrol.com/india/stockpricequote/paintsvarnishes/americanpaintsindia/API04,
American Remedy,AR03,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/americanremedies/AR03,
Amethi Textiles,ATL02,http://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/amethitextiles/ATL02,
Amex Carbonates,ACC01,http://www.moneycontrol.com/india/stockpricequote/chemicals/amexcarbonateschemicals/ACC01,
Amforge,AI14,http://www.moneycontrol.com/india/stockpricequote/castingsforgings/amforgeindustries/AI14,
Ami Computers,ACI04,http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/amicomputersindia/ACI04,
Amigo Exports,AE07,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/amigoexports/AE07,
Amines Plast,AP07,http://www.moneycontrol.com/india/stockpricequote/chemicals/aminesplasticizers/AP07,
Aminex Chemical,AC03,http://www.moneycontrol.com/india/stockpricequote/chemicals/aminexchemicals/AC03,
Amison Foods,AF06,http://www.moneycontrol.com/india/stockpricequote/aquaculture/amisonfoods/AF06,
Amit Intern,AI15,http://www.moneycontrol.com/india/stockpricequote/textileshosieryknitwear/amitinternational/AI15,
Amit Securities,AS13,http://www.moneycontrol.com/india/stockpricequote/financegeneral/amitsecurities/AS13,
Amit Spinning,ASI03,http://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/amitspinningindustries/ASI03,
AML Steel,AML03,http://www.moneycontrol.com/india/stockpricequote/miningminerals/amlsteel/AML03,
Ammana Bio,ABP,http://www.moneycontrol.com/india/stockpricequote/chemicals/ammanabiopharma/ABP,
Ampro Products,AP08,http://www.moneycontrol.com/india/stockpricequote/foodprocessing/amproproducts/AP08,
Amrapali Cap,ACF05,http://www.moneycontrol.com/india/stockpricequote/financegeneral/amrapalicapitalfinanceservices/ACF05,
Amrapali Devlpr,ADI04,http://www.moneycontrol.com/india/stockpricequote/trading/amrapalidevelopersindia/ADI04,
Amrapali Fincap,AF08,http://www.moneycontrol.com/india/stockpricequote/financegeneral/amrapalifincap/AF08,
Amrapali Ind,AI16,http://www.moneycontrol.com/india/stockpricequote/trading/amrapaliindustries/AI16,
Amraworld,AA13,http://www.moneycontrol.com/india/stockpricequote/trading/amraworldagrico/AA13,
Amrit Banaspati,ABC06,http://www.moneycontrol.com/india/stockpricequote/vanaspatioils/amritbanaspaticompany/ABC06,
Amrit Corp,AC20,http://www.moneycontrol.com/india/stockpricequote/vanaspatioils/amritcorporation/AC20,
Amrut Credit,ACC02,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/amrutcreditcorporation/ACC02,
Amrut Ind,AI17,http://www.moneycontrol.com/india/stockpricequote/foodprocessing/amrutindustries/AI17,
Amrutanjan Heal,AHC01,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/amrutanjanhealthcare/AHC01,
Amsons Apparels,AA09,http://www.moneycontrol.com/india/stockpricequote/textilesreadymadeapparels/amsonsapparels/AA09,
Amtek Auto,AA01,http://www.moneycontrol.com/india/stockpricequote/autoancillaries/amtekauto/AA01,
Amulya Leasing,ALF02,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/amulyaleasingfinance/ALF02,
Amzel Auto,AA03,http://www.moneycontrol.com/india/stockpricequote/autoancillaries/amzelautomotive/AA03,
Anagram Finance,AF07,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/anagramfinance/AF07,
Anan Drug,ADC01,http://www.moneycontrol.com/india/stockpricequote/chemicals/anandrugchem/ADC01,
Anand Cotspin,AC04,http://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/anandcotspin/AC04,
Anand Credit,AC14,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/anandcredit/AC14,
Anand Projects,AES,http://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/anandprojects/AES,
Anandam Rubber,TAR,http://www.moneycontrol.com/india/stockpricequote/rubber/theanandamrubbercompany/TAR,
Anant Raj,ARI,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/anantraj/ARI,
Ananthi Const,ACL02,http://www.moneycontrol.com/india/stockpricequote/constructioncontractinghousing/ananthiconstructions/ACL02,
Anar Industries,EF04,http://www.moneycontrol.com/india/stockpricequote/trading/anarindustries/EF04,
Anco Comm,AC05,http://www.moneycontrol.com/india/stockpricequote/telecommunicationsequipment/ancocommunications/AC05,
Andhra Bank,AB14,http://www.moneycontrol.com/india/stockpricequote/bankspublicsector/andhrabank/AB14,
Andhra Cement,AC16,http://www.moneycontrol.com/india/stockpricequote/cementmajor/andhracement/AC16,
Andhra Petro,AP09,http://www.moneycontrol.com/india/stockpricequote/chemicals/andhrapetro/AP09,
Andhra Pradesh ,APS01,http://www.moneycontrol.com/india/stockpricequote/auto23wheelers/andhrapradeshscooters/APS01,
Andhra Sinter,ASL07,http://www.moneycontrol.com/india/stockpricequote/autoancillaries/andhrasinter/ASL07,
Andhra Sugar,AS18,http://www.moneycontrol.com/india/stockpricequote/sugar/andhrasugars/AS18,
Andhra Valley,AVP,http://www.moneycontrol.com/india/stockpricequote/powergenerationdistribution/andhravalleypowersupplyco/AVP,
Andrew Yule,AYC,http://www.moneycontrol.com/india/stockpricequote/trading/andrewyulecompany/AYC,
ANG Industries,ANG,http://www.moneycontrol.com/india/stockpricequote/autoancillaries/angindustries/ANG,
ANG Lifescience,ALI,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/anglifesciencesindia/ALI,
Anik Industries,AI57,http://www.moneycontrol.com/india/stockpricequote/edibleoilssolventextraction/anikindustries/AI57,
Anik Ship,ASB,http://www.moneycontrol.com/india/stockpricequote/shipping/anikshipbreakingindustries/ASB,
Anik Ship Break,ASB01,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/anikshipbreakingindustries/ASB01,
Anik Steels,AS05,http://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/aniksteels/AS05,
Anil,AP33,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/anil/AP33,
Anil Special,AI26,http://www.moneycontrol.com/india/stockpricequote/steelcrhrstrips/anilspecialsteelindustries/AI26,
Anisha Impex,AI08,http://www.moneycontrol.com/india/stockpricequote/trading/anishaimpex/AI08,
Anjani Cement,APC,http://www.moneycontrol.com/india/stockpricequote/cementmini/anjaniportlandcement/APC,
Anjani Finance,AF28,http://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/anjanifinance/AF28,
Anjani Foods,RFI,http://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/anjanifoods/RFI,
Anjani Solvents,ASI02,http://www.moneycontrol.com/india/stockpricequote/edibleoilssolventextraction/anjanisolventsindia/ASI02,
Anjani Synth,AS06,http://www.moneycontrol.com/india/stockpricequote/textilesprocessing/anjanisynthetics/AS06,
Anka Ind,AI41,http://www.moneycontrol.com/india/stockpricequote/plastics/ankaindia/AI41,
Ankit Metal,AMa,http://www.moneycontrol.com/india/stockpricequote/steelspongeiron/ankitmetalpower/AMa,
Ankit Yarns,AY01,http://www.moneycontrol.com/india/stockpricequote/textilesspinningsyntheticblended/ankityarns/AY01,
Ankuj Zinc-Oxid,AZO,http://www.moneycontrol.com/india/stockpricequote/chemicals/ankujzincoxide/AZO,
Ankur Drugs,ADP01,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/ankurdrugspharma/ADP01,
Ankush Finstock,AF23,http://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/ankushfinstock/AF23,
Anmol Dairy,AD02,http://www.moneycontrol.com/india/stockpricequote/foodprocessing/anmoldairy/AD02,
Anmol Drugs,ADP02,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/anmoldrugspharmaceuticals/ADP02,
Anna Finance,AFL,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/annafinance/AFL,
Annapurna Foils,AF11,http://www.moneycontrol.com/india/stockpricequote/aluminium/annapurnafoils/AF11,
ANS Industries,ANS,http://www.moneycontrol.com/india/stockpricequote/foodprocessing/ansindustries/ANS,
Ansal Buildwell,AB11,http://www.moneycontrol.com/india/stockpricequote/constructioncontractinghousing/ansalbuildwell/AB11,
Ansal Housing,AHC,http://www.moneycontrol.com/india/stockpricequote/constructioncontractinghousing/ansalhousingconstruction/AHC,
Ansal Propertie,API07,http://www.moneycontrol.com/india/stockpricequote/constructioncontractinghousing/ansalpropertiesinfrastructure/API07,
Anshuni Com,AC06,http://www.moneycontrol.com/india/stockpricequote/diamondcuttingjewellerypreciousmetals/anshunicommercial/AC06,
Anshus Clothing,AC02,http://www.moneycontrol.com/india/stockpricequote/textilesreadymadeapparels/anshusclothing/AC02,
Antarctica,A16,http://www.moneycontrol.com/india/stockpricequote/printingstationery/antarctica/A16,
Anubhav Industr,AIR,http://www.moneycontrol.com/india/stockpricequote/textilesweaving/anubhavindustrialresourceslimited/AIR,
Anubhav Infra,AI30,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/anubhavinfrastructure/AI30,
Anugraha Wood,AWP,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/anugrahawoodproducts/AWP,
Anuh Pharma,AP10,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/anuhpharma/AP10,
Anukaran Commer,ACE01,http://www.moneycontrol.com/india/stockpricequote/trading/anukarancommercialenterprises/ACE01,
Anup Malleables,AML02,http://www.moneycontrol.com/india/stockpricequote/castingsforgings/anupmalleables/AML02,
Anupama Steel,ASL06,http://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/anupamasteel/ASL06,
Anus Labs,AL12,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/anuslaboratories/AL12,
Anusha Intl,AIL03,http://www.moneycontrol.com/india/stockpricequote/leatherproducts/anushainternational/AIL03,
Ap Tanneries,APT,http://www.moneycontrol.com/india/stockpricequote/leatherproducts/aptanneries/APT,
Apar Ind,AI40,http://www.moneycontrol.com/india/stockpricequote/electricequipment/aparindustries/AI40,
Apcotex Ind,AI58,http://www.moneycontrol.com/india/stockpricequote/rubber/apcotexindustries/AI58,
Apeejay Tea,AT16,http://www.moneycontrol.com/india/stockpricequote/plantationsteacoffee/apeejaytea/AT16,
Apex Frozen,AFF,http://www.moneycontrol.com/india/stockpricequote/foodprocessing/apexfrozenfoods/AFF,
Apis India,AI65,http://www.moneycontrol.com/india/stockpricequote/foodprocessing/apisindia/AI65,
APL Apollo,BT09,http://www.moneycontrol.com/india/stockpricequote/steeltubespipes/aplapollotubes/BT09,
Aplab,A02,http://www.moneycontrol.com/india/stockpricequote/telecommunicationsequipment/aplab/A02,
