Equity,Sector,Qty,Value,%,Fund_Name,Fund_Code,Time_Stamp
EIH,Services,"152,606.00",2.04,0.79,L&T; Emerging Businesses Fund-DP (G),MCC492,2017-10-27 14:48:24.077000
Orient Paper,Conglomerates,"204,978.00",2.02,0.78,L&T; Emerging Businesses Fund-DP (G),MCC492,2017-10-27 14:48:24.077000
Apar Ind,Miscellaneous,"25,366.00",1.89,0.73,L&T; Emerging Businesses Fund-DP (G),MCC492,2017-10-27 14:48:24.077000
Techno Electric,Engineering & Capital Goods,"58,466.00",1.89,0.73,L&T; Emerging Businesses Fund-DP (G),MCC492,2017-10-27 14:48:24.077000
Sudarshan Chem,Chemicals,"43,743.00",1.63,0.63,L&T; Emerging Businesses Fund-DP (G),MCC492,2017-10-27 14:48:24.077000
Arihant Super,Banking & Financial Services,"86,472.00",1.58,0.61,L&T; Emerging Businesses Fund-DP (G),MCC492,2017-10-27 14:48:24.077000
Ent Network Ind,Media & Entertainment,"19,494.00",1.58,0.61,L&T; Emerging Businesses Fund-DP (G),MCC492,2017-10-27 14:48:24.077000
Astra Microwave,Telecommunication,"124,248.00",1.55,0.60,L&T; Emerging Businesses Fund-DP (G),MCC492,2017-10-27 14:48:24.077000
Indian Hume,Cement & Construction,"30,022.00",1.48,0.57,L&T; Emerging Businesses Fund-DP (G),MCC492,2017-10-27 14:48:24.077000
Deccan Cements,Cement & Construction,"24,034.00",1.35,0.52,L&T; Emerging Businesses Fund-DP (G),MCC492,2017-10-27 14:48:24.077000
Centum Electron,Manufacturing,"18,708.00",1.16,0.45,L&T; Emerging Businesses Fund-DP (G),MCC492,2017-10-27 14:48:24.077000
United Brewerie,Food & Beverages,"11,975.00",0.98,0.38,L&T; Emerging Businesses Fund-DP (G),MCC492,2017-10-27 14:48:24.077000
Grindwell Norto,Engineering & Capital Goods,"14,734.00",0.62,0.24,L&T; Emerging Businesses Fund-DP (G),MCC492,2017-10-27 14:48:24.077000
Dhunseri Tea,Food & Beverages,"9,605.00",0.26,0.10,L&T; Emerging Businesses Fund-DP (G),MCC492,2017-10-27 14:48:24.077000
Max Financial,Manufacturing,"735,744.00",43.42,3.49,L&T; Emerging Businesses Fund-RP (G),MCC490,2017-10-27 14:48:29.091000
Lakshmi Machine,Engineering & Capital Goods,"63,300.00",36.08,2.90,L&T; Emerging Businesses Fund-RP (G),MCC490,2017-10-27 14:48:29.091000
Rane Holdings,Automotive,"145,621.00",25.01,2.01,L&T; Emerging Businesses Fund-RP (G),MCC490,2017-10-27 14:48:29.091000
Sterlite Techno,Telecommunication,"1,108,334.00",24.76,1.99,L&T; Emerging Businesses Fund-RP (G),MCC490,2017-10-27 14:48:29.091000
Avanti Feeds,Miscellaneous,"119,056.00",24.14,1.94,L&T; Emerging Businesses Fund-RP (G),MCC490,2017-10-27 14:48:29.091000
Aarti Ind,Chemicals,"269,695.00",24.01,1.93,L&T; Emerging Businesses Fund-RP (G),MCC490,2017-10-27 14:48:29.091000
Mayur Uniquoter,Manufacturing,"651,429.00",23.64,1.90,L&T; Emerging Businesses Fund-RP (G),MCC490,2017-10-27 14:48:29.091000
HEG,Engineering & Capital Goods,"248,806.00",23.27,1.87,L&T; Emerging Businesses Fund-RP (G),MCC490,2017-10-27 14:48:29.091000
Amara Raja Batt,Automotive,"322,448.00",22.89,1.84,L&T; Emerging Businesses Fund-RP (G),MCC490,2017-10-27 14:48:29.091000
Godrej Prop,Retail & Real Estate,"369,792.00",22.89,1.84,L&T; Emerging Businesses Fund-RP (G),MCC490,2017-10-27 14:48:29.091000
Coromandel Int,Chemicals,"527,192.00",22.77,1.83,L&T; Emerging Businesses Fund-RP (G),MCC490,2017-10-27 14:48:29.091000
Future Life,Retail & Real Estate,"668,464.00",22.52,1.81,L&T; Emerging Businesses Fund-RP (G),MCC490,2017-10-27 14:48:29.091000
Somany Ceramics,Cement & Construction,"250,653.00",21.40,1.72,L&T; Emerging Businesses Fund-RP (G),MCC490,2017-10-27 14:48:29.091000
Sobha,Retail & Real Estate,"541,387.00",21.03,1.69,L&T; Emerging Businesses Fund-RP (G),MCC490,2017-10-27 14:48:29.091000
AIA Engineering,Engineering & Capital Goods,"157,956.00",20.90,1.68,L&T; Emerging Businesses Fund-RP (G),MCC490,2017-10-27 14:48:29.091000
Dalmia Bharat,Cement & Construction,"81,040.00",20.78,1.67,L&T; Emerging Businesses Fund-RP (G),MCC490,2017-10-27 14:48:29.091000
Mah Seamless,Metals & Mining,"490,967.00",20.53,1.65,L&T; Emerging Businesses Fund-RP (G),MCC490,2017-10-27 14:48:29.091000
Trent,Retail & Real Estate,"695,689.00",20.53,1.65,L&T; Emerging Businesses Fund-RP (G),MCC490,2017-10-27 14:48:29.091000
Carborundum,Engineering & Capital Goods,"639,677.00",20.28,1.63,L&T; Emerging Businesses Fund-RP (G),MCC490,2017-10-27 14:48:29.091000
Max Financial,Manufacturing,"326,763.00",19.29,1.55,L&T; Emerging Businesses Fund-RP (G),MCC490,2017-10-27 14:48:29.091000
City Union Bank,Banking & Financial Services,"1,182,422.00",19.16,1.54,L&T; Emerging Businesses Fund-RP (G),MCC490,2017-10-27 14:48:29.091000
Sunteck Realty,Retail & Real Estate,"596,086.00",18.66,1.50,L&T; Emerging Businesses Fund-RP (G),MCC490,2017-10-27 14:48:29.091000
NOCIL,Chemicals,"1,302,813.00",18.54,1.49,L&T; Emerging Businesses Fund-RP (G),MCC490,2017-10-27 14:48:29.091000
Ramco Cements,Cement & Construction,"266,550.00",18.41,1.48,L&T; Emerging Businesses Fund-RP (G),MCC490,2017-10-27 14:48:29.091000
Sterling Tools,Manufacturing,"720,117.00",17.67,1.42,L&T; Emerging Businesses Fund-RP (G),MCC490,2017-10-27 14:48:29.091000
Indian Bank,Banking & Financial Services,"663,653.00",17.29,1.39,L&T; Emerging Businesses Fund-RP (G),MCC490,2017-10-27 14:48:29.091000
Supreme Petro,Chemicals,"451,848.00",17.05,1.37,L&T; Emerging Businesses Fund-RP (G),MCC490,2017-10-27 14:48:29.091000
Dishman Carboge,Miscellaneous,"486,488.00",16.42,1.32,L&T; Emerging Businesses Fund-RP (G),MCC490,2017-10-27 14:48:29.091000
Mirza Intl,Consumer Non-durables,"1,003,854.00",15.93,1.28,L&T; Emerging Businesses Fund-RP (G),MCC490,2017-10-27 14:48:29.091000
IIFL Holdings,Banking & Financial Services,"257,978.00",15.68,1.26,L&T; Emerging Businesses Fund-RP (G),MCC490,2017-10-27 14:48:29.091000
Aegis Logistics,Services,"655,554.00",15.43,1.24,L&T; Emerging Businesses Fund-RP (G),MCC490,2017-10-27 14:48:29.091000
Navkar Corp,Services,"844,469.00",15.43,1.24,L&T; Emerging Businesses Fund-RP (G),MCC490,2017-10-27 14:48:29.091000
Jamna Auto,Automotive,"2,953,944.00",15.43,1.24,L&T; Emerging Businesses Fund-RP (G),MCC490,2017-10-27 14:48:29.091000
Savita Oil Tech,Chemicals,"120,310.00",14.56,1.17,L&T; Emerging Businesses Fund-RP (G),MCC490,2017-10-27 14:48:29.091000
Dollar Ind,Manufacturing,"358,206.00",14.56,1.17,L&T; Emerging Businesses Fund-RP (G),MCC490,2017-10-27 14:48:29.091000
Swaraj Engines,Engineering & Capital Goods,"70,178.00",14.31,1.15,L&T; Emerging Businesses Fund-RP (G),MCC490,2017-10-27 14:48:29.091000
TI Financial,Miscellaneous,"247,837.00",14.06,1.13,L&T; Emerging Businesses Fund-RP (G),MCC490,2017-10-27 14:48:29.091000
DCB Bank,Banking & Financial Services,"772,729.00",14.06,1.13,L&T; Emerging Businesses Fund-RP (G),MCC490,2017-10-27 14:48:29.091000
AksharChem,Chemicals,"185,781.00",13.81,1.11,L&T; Emerging Businesses Fund-RP (G),MCC490,2017-10-27 14:48:29.091000
WABCO India,Automotive,"22,364.00",13.31,1.07,L&T; Emerging Businesses Fund-RP (G),MCC490,2017-10-27 14:48:29.091000
Triveni Turbine,Engineering & Capital Goods,"1,014,916.00",13.19,1.06,L&T; Emerging Businesses Fund-RP (G),MCC490,2017-10-27 14:48:29.091000
Rico Auto,Automotive,"1,369,794.00",12.69,1.02,L&T; Emerging Businesses Fund-RP (G),MCC490,2017-10-27 14:48:29.091000
NALCO,Metals & Mining,"1,620,836.00",12.69,1.02,L&T; Emerging Businesses Fund-RP (G),MCC490,2017-10-27 14:48:29.091000
TVS Srichakra,Automotive,"41,069.00",12.57,1.01,L&T; Emerging Businesses Fund-RP (G),MCC490,2017-10-27 14:48:29.091000
Supreme Ind,Manufacturing,"112,615.00",12.32,0.99,L&T; Emerging Businesses Fund-RP (G),MCC490,2017-10-27 14:48:29.091000
Wim Plast,Manufacturing,"90,322.00",12.19,0.98,L&T; Emerging Businesses Fund-RP (G),MCC490,2017-10-27 14:48:29.091000
RSWM,Manufacturing,"395,314.00",12.19,0.98,L&T; Emerging Businesses Fund-RP (G),MCC490,2017-10-27 14:48:29.091000
EngineersInd,Engineering & Capital Goods,"803,539.00",11.94,0.96,L&T; Emerging Businesses Fund-RP (G),MCC490,2017-10-27 14:48:29.091000
Future Retail,Retail & Real Estate,"227,019.00",11.94,0.96,L&T; Emerging Businesses Fund-RP (G),MCC490,2017-10-27 14:48:29.091000
Oriental Carbon,Chemicals,"97,014.00",11.82,0.95,L&T; Emerging Businesses Fund-RP (G),MCC490,2017-10-27 14:48:29.091000
KPR Mill,Manufacturing,"148,486.00",11.20,0.90,L&T; Emerging Businesses Fund-RP (G),MCC490,2017-10-27 14:48:29.091000
Deepak Nitrite,Chemicals,"533,150.00",10.33,0.83,L&T; Emerging Businesses Fund-RP (G),MCC490,2017-10-27 14:48:29.091000
Skipper,Miscellaneous,"469,633.00",9.83,0.79,L&T; Emerging Businesses Fund-RP (G),MCC490,2017-10-27 14:48:29.091000
EIH,Services,"733,539.00",9.83,0.79,L&T; Emerging Businesses Fund-RP (G),MCC490,2017-10-27 14:48:29.091000
Orient Paper,Conglomerates,"985,279.00",9.71,0.78,L&T; Emerging Businesses Fund-RP (G),MCC490,2017-10-27 14:48:29.091000
Apar Ind,Miscellaneous,"121,926.00",9.08,0.73,L&T; Emerging Businesses Fund-RP (G),MCC490,2017-10-27 14:48:29.091000
Techno Electric,Engineering & Capital Goods,"281,030.00",9.08,0.73,L&T; Emerging Businesses Fund-RP (G),MCC490,2017-10-27 14:48:29.091000
Sudarshan Chem,Chemicals,"210,264.00",7.84,0.63,L&T; Emerging Businesses Fund-RP (G),MCC490,2017-10-27 14:48:29.091000
Arihant Super,Banking & Financial Services,"415,652.00",7.59,0.61,L&T; Emerging Businesses Fund-RP (G),MCC490,2017-10-27 14:48:29.091000
Ent Network Ind,Media & Entertainment,"93,701.00",7.59,0.61,L&T; Emerging Businesses Fund-RP (G),MCC490,2017-10-27 14:48:29.091000
Astra Microwave,Telecommunication,"597,230.00",7.47,0.60,L&T; Emerging Businesses Fund-RP (G),MCC490,2017-10-27 14:48:29.091000
Indian Hume,Cement & Construction,"144,310.00",7.09,0.57,L&T; Emerging Businesses Fund-RP (G),MCC490,2017-10-27 14:48:29.091000
Deccan Cements,Cement & Construction,"115,525.00",6.47,0.52,L&T; Emerging Businesses Fund-RP (G),MCC490,2017-10-27 14:48:29.091000
Centum Electron,Manufacturing,"89,923.00",5.60,0.45,L&T; Emerging Businesses Fund-RP (G),MCC490,2017-10-27 14:48:29.091000
United Brewerie,Food & Beverages,"57,561.00",4.73,0.38,L&T; Emerging Businesses Fund-RP (G),MCC490,2017-10-27 14:48:29.091000
Grindwell Norto,Engineering & Capital Goods,"70,821.00",2.99,0.24,L&T; Emerging Businesses Fund-RP (G),MCC490,2017-10-27 14:48:29.091000
Dhunseri Tea,Food & Beverages,"46,168.00",1.24,0.10,L&T; Emerging Businesses Fund-RP (G),MCC490,2017-10-27 14:48:29.091000
Westlife Dev,Banking & Financial Services,"359,406.00",8.62,5.68,SBI Small & Midcap Fund -Direct (G),MSA031,2017-10-27 14:48:37.213000
Graphite India,Engineering & Capital Goods,"219,735.00",8.15,5.37,SBI Small & Midcap Fund -Direct (G),MSA031,2017-10-27 14:48:37.213000
Hawkins Cooker,Consumer Durables,"27,876.00",7.53,4.96,SBI Small & Midcap Fund -Direct (G),MSA031,2017-10-27 14:48:37.213000
Relaxo Footwear,Consumer Non-durables,"139,941.00",7.32,4.82,SBI Small & Midcap Fund -Direct (G),MSA031,2017-10-27 14:48:37.213000
Orient Refract,Cement & Construction,"494,602.00",7.08,4.66,SBI Small & Midcap Fund -Direct (G),MSA031,2017-10-27 14:48:37.213000
Atul,Chemicals,"28,053.00",6.67,4.39,SBI Small & Midcap Fund -Direct (G),MSA031,2017-10-27 14:48:37.213000
Bajaj Finance,Banking & Financial Services,"33,925.00",6.23,4.10,SBI Small & Midcap Fund -Direct (G),MSA031,2017-10-27 14:48:37.213000
Elgi Equipments,Engineering & Capital Goods,"278,432.00",5.98,3.94,SBI Small & Midcap Fund -Direct (G),MSA031,2017-10-27 14:48:37.213000
Greenply Ind,Miscellaneous,"218,684.00",5.98,3.94,SBI Small & Midcap Fund -Direct (G),MSA031,2017-10-27 14:48:37.213000
Kirloskar Ind,Engineering & Capital Goods,"38,401.00",5.60,3.69,SBI Small & Midcap Fund -Direct (G),MSA031,2017-10-27 14:48:37.213000
Gabriel India,Automotive,"283,447.00",5.56,3.66,SBI Small & Midcap Fund -Direct (G),MSA031,2017-10-27 14:48:37.213000
Tamil Newsprint,Manufacturing,"157,177.00",5.51,3.63,SBI Small & Midcap Fund -Direct (G),MSA031,2017-10-27 14:48:37.213000
Sheela Foam,Miscellaneous,"33,842.00",5.07,3.34,SBI Small & Midcap Fund -Direct (G),MSA031,2017-10-27 14:48:37.213000
Thangamayil,Services,"139,301.00",5.06,3.33,SBI Small & Midcap Fund -Direct (G),MSA031,2017-10-27 14:48:37.213000
Solar Ind,Chemicals,"53,475.00",4.87,3.21,SBI Small & Midcap Fund -Direct (G),MSA031,2017-10-27 14:48:37.213000
NESCO,Conglomerates,"89,422.00",4.72,3.11,SBI Small & Midcap Fund -Direct (G),MSA031,2017-10-27 14:48:37.213000
Ganesha Ecosph,Manufacturing,"121,597.00",4.45,2.93,SBI Small & Midcap Fund -Direct (G),MSA031,2017-10-27 14:48:37.213000
Divis Labs,Pharmaceuticals,"49,364.00",4.22,2.78,SBI Small & Midcap Fund -Direct (G),MSA031,2017-10-27 14:48:37.213000
Power Mech,Engineering & Capital Goods,"73,738.00",4.11,2.71,SBI Small & Midcap Fund -Direct (G),MSA031,2017-10-27 14:48:37.213000
Fairchem Spec,Chemicals,"93,025.00",3.61,2.38,SBI Small & Midcap Fund -Direct (G),MSA031,2017-10-27 14:48:37.213000
Gufic Bio,Pharmaceuticals,"432,474.00",3.54,2.33,SBI Small & Midcap Fund -Direct (G),MSA031,2017-10-27 14:48:37.213000
AU Small Financ,Banking & Financial Services,"57,759.00",3.28,2.16,SBI Small & Midcap Fund -Direct (G),MSA031,2017-10-27 14:48:37.213000
Avanti Feeds,Miscellaneous,"15,352.00",3.11,2.05,SBI Small & Midcap Fund -Direct (G),MSA031,2017-10-27 14:48:37.213000
KCP,Cement & Construction,"271,220.00",3.10,2.04,SBI Small & Midcap Fund -Direct (G),MSA031,2017-10-27 14:48:37.213000
Rajratan Global,Automotive,"53,683.00",3.04,2.00,SBI Small & Midcap Fund -Direct (G),MSA031,2017-10-27 14:48:37.213000
UFO Moviez,Media & Entertainment,"78,253.00",3.04,2.00,SBI Small & Midcap Fund -Direct (G),MSA031,2017-10-27 14:48:37.213000
V2 Retail,Services,"63,791.00",2.60,1.71,SBI Small & Midcap Fund -Direct (G),MSA031,2017-10-27 14:48:37.213000
Garware Wall,Manufacturing,"26,475.00",2.34,1.54,SBI Small & Midcap Fund -Direct (G),MSA031,2017-10-27 14:48:37.213000
Gravita India,Miscellaneous,"157,866.00",2.06,1.36,SBI Small & Midcap Fund -Direct (G),MSA031,2017-10-27 14:48:37.213000
Capacite Infra,Cement & Construction,"55,684.00",1.88,1.24,SBI Small & Midcap Fund -Direct (G),MSA031,2017-10-27 14:48:37.213000
Hatsun Agro,Food & Beverages,"11,580.00",0.80,0.53,SBI Small & Midcap Fund -Direct (G),MSA031,2017-10-27 14:48:37.213000
IndusInd Bank,Banking & Financial Services,"28,080.00",4.72,3.67,L&T;  Midcap Fund -Direct (G),MCC275,2017-10-27 14:48:55.244000
Graphite India,Engineering & Capital Goods,"68,562.00",2.55,1.98,L&T;  Midcap Fund -Direct (G),MCC275,2017-10-27 14:48:55.244000
Shree Cements,Cement & Construction,"1,351.00",2.51,1.95,L&T;  Midcap Fund -Direct (G),MCC275,2017-10-27 14:48:55.244000
Federal Bank,Banking & Financial Services,"213,660.00",2.41,1.87,L&T;  Midcap Fund -Direct (G),MCC275,2017-10-27 14:48:55.244000
Hero Motocorp,Automotive,"6,206.00",2.34,1.82,L&T;  Midcap Fund -Direct (G),MCC275,2017-10-27 14:48:55.244000
Aarti Ind,Chemicals,"25,801.00",2.30,1.79,L&T;  Midcap Fund -Direct (G),MCC275,2017-10-27 14:48:55.244000
Dollar Ind,Manufacturing,"56,374.00",2.29,1.78,L&T;  Midcap Fund -Direct (G),MCC275,2017-10-27 14:48:55.244000
ICICI Prudentia,Banking & Financial Services,"57,933.00",2.25,1.75,L&T;  Midcap Fund -Direct (G),MCC275,2017-10-27 14:48:55.244000
Ramco Cements,Cement & Construction,"30,486.00",2.11,1.64,L&T;  Midcap Fund -Direct (G),MCC275,2017-10-27 14:48:55.244000
Jindal Steel,Metals & Mining,"151,030.00",2.03,1.58,L&T;  Midcap Fund -Direct (G),MCC275,2017-10-27 14:48:55.244000
Supreme Ind,Manufacturing,"17,688.00",1.94,1.51,L&T;  Midcap Fund -Direct (G),MCC275,2017-10-27 14:48:55.244000
Berger Paints,Chemicals,"79,295.00",1.94,1.51,L&T;  Midcap Fund -Direct (G),MCC275,2017-10-27 14:48:55.244000
HPCL,Oil & Gas,"45,235.00",1.93,1.50,L&T;  Midcap Fund -Direct (G),MCC275,2017-10-27 14:48:55.244000
AIA Engineering,Engineering & Capital Goods,"14,046.00",1.87,1.45,L&T;  Midcap Fund -Direct (G),MCC275,2017-10-27 14:48:55.244000
Avanti Feeds,Miscellaneous,"9,132.00",1.85,1.44,L&T;  Midcap Fund -Direct (G),MCC275,2017-10-27 14:48:55.244000
Emami,Consumer Non-durables,"16,704.00",1.83,1.42,L&T;  Midcap Fund -Direct (G),MCC275,2017-10-27 14:48:55.244000
EngineersInd,Engineering & Capital Goods,"122,869.00",1.83,1.42,L&T;  Midcap Fund -Direct (G),MCC275,2017-10-27 14:48:55.244000
Kajaria Ceramic,Cement & Construction,"25,604.00",1.81,1.41,L&T;  Midcap Fund -Direct (G),MCC275,2017-10-27 14:48:55.244000
Petronet LNG,Oil & Gas,"76,268.00",1.76,1.37,L&T;  Midcap Fund -Direct (G),MCC275,2017-10-27 14:48:55.244000
Godrej Prop,Retail & Real Estate,"28,245.00",1.75,1.36,L&T;  Midcap Fund -Direct (G),MCC275,2017-10-27 14:48:55.244000
Exide Ind,Automotive,"84,994.00",1.75,1.36,L&T;  Midcap Fund -Direct (G),MCC275,2017-10-27 14:48:55.244000
Aegis Logistics,Services,"74,188.00",1.75,1.36,L&T;  Midcap Fund -Direct (G),MCC275,2017-10-27 14:48:55.244000
Marico,Consumer Non-durables,"55,502.00",1.72,1.34,L&T;  Midcap Fund -Direct (G),MCC275,2017-10-27 14:48:55.244000
ABB India,Engineering & Capital Goods,"12,237.00",1.71,1.33,L&T;  Midcap Fund -Direct (G),MCC275,2017-10-27 14:48:55.244000
Sundaram Fin,Banking & Financial Services,"9,922.00",1.67,1.30,L&T;  Midcap Fund -Direct (G),MCC275,2017-10-27 14:48:55.244000
Ratnamani Metal,Metals & Mining,"19,122.00",1.67,1.30,L&T;  Midcap Fund -Direct (G),MCC275,2017-10-27 14:48:55.244000
Bajaj Finserv,Banking & Financial Services,"3,171.00",1.63,1.27,L&T;  Midcap Fund -Direct (G),MCC275,2017-10-27 14:48:55.244000
