Equity,Sector,Qty,Value,%,Fund_Name,Fund_Code,Time_Stamp
HDFC,Banking & Financial Services,"44,160.00",7.69,1.90,ICICI Pru Top 100 Fund - Direct (G),MPI1130,2017-11-01 16:20:25.895000
Lupin,Pharmaceuticals,"75,871.00",7.69,1.90,ICICI Pru Top 100 Fund - Direct (G),MPI1130,2017-11-01 16:20:25.895000
Thomas Cook,Miscellaneous,"302,613.00",7.45,1.84,ICICI Pru Top 100 Fund - Direct (G),MPI1130,2017-11-01 16:20:25.895000
Federal Bank,Banking & Financial Services,"643,399.00",7.25,1.79,ICICI Pru Top 100 Fund - Direct (G),MPI1130,2017-11-01 16:20:25.895000
Apollo Tyres,Automotive,"288,339.00",7.09,1.75,ICICI Pru Top 100 Fund - Direct (G),MPI1130,2017-11-01 16:20:25.895000
Britannia,Food & Beverages,"16,218.00",7.05,1.74,ICICI Pru Top 100 Fund - Direct (G),MPI1130,2017-11-01 16:20:25.895000
Tata Power,Utilities,"863,947.00",6.72,1.66,ICICI Pru Top 100 Fund - Direct (G),MPI1130,2017-11-01 16:20:25.895000
IDFC,Banking & Financial Services,"1,063,747.00",6.28,1.55,ICICI Pru Top 100 Fund - Direct (G),MPI1130,2017-11-01 16:20:25.895000
GlaxoSmith Con,Food & Beverages,"11,784.00",5.91,1.46,ICICI Pru Top 100 Fund - Direct (G),MPI1130,2017-11-01 16:20:25.895000
Ashoka Buildcon,Cement & Construction,"276,124.00",5.18,1.28,ICICI Pru Top 100 Fund - Direct (G),MPI1130,2017-11-01 16:20:25.895000
Vedanta,Metals & Mining,"152,043.00",4.78,1.18,ICICI Pru Top 100 Fund - Direct (G),MPI1130,2017-11-01 16:20:25.895000
Tata Motors,Automotive,"119,002.00",4.78,1.18,ICICI Pru Top 100 Fund - Direct (G),MPI1130,2017-11-01 16:20:25.895000
Coal India,Metals & Mining,"170,425.00",4.62,1.14,ICICI Pru Top 100 Fund - Direct (G),MPI1130,2017-11-01 16:20:25.895000
BSE Limited,Miscellaneous,"45,619.00",4.45,1.10,ICICI Pru Top 100 Fund - Direct (G),MPI1130,2017-11-01 16:20:25.895000
Adani Ports,Engineering & Capital Goods,"114,998.00",4.33,1.07,ICICI Pru Top 100 Fund - Direct (G),MPI1130,2017-11-01 16:20:25.895000
Mcleod,Food & Beverages,"222,886.00",3.64,0.90,ICICI Pru Top 100 Fund - Direct (G),MPI1130,2017-11-01 16:20:25.895000
Sundaram Fin,Banking & Financial Services,"19,209.00",3.24,0.80,ICICI Pru Top 100 Fund - Direct (G),MPI1130,2017-11-01 16:20:25.895000
Max Financial,Manufacturing,"52,764.00",3.12,0.77,ICICI Pru Top 100 Fund - Direct (G),MPI1130,2017-11-01 16:20:25.895000
Container Corp,Services,"22,852.00",3.08,0.76,ICICI Pru Top 100 Fund - Direct (G),MPI1130,2017-11-01 16:20:25.895000
M&M;,Automotive,"22,598.00",2.83,0.70,ICICI Pru Top 100 Fund - Direct (G),MPI1130,2017-11-01 16:20:25.895000
Rallis India,Chemicals,"116,773.00",2.43,0.60,ICICI Pru Top 100 Fund - Direct (G),MPI1130,2017-11-01 16:20:25.895000
Bank of Baroda,Banking & Financial Services,"161,846.00",2.23,0.55,ICICI Pru Top 100 Fund - Direct (G),MPI1130,2017-11-01 16:20:25.895000
Tech Mahindra,Information Technology,"37,144.00",1.70,0.42,ICICI Pru Top 100 Fund - Direct (G),MPI1130,2017-11-01 16:20:25.895000
Petronet LNG,Oil & Gas,"66,551.00",1.54,0.38,ICICI Pru Top 100 Fund - Direct (G),MPI1130,2017-11-01 16:20:25.895000
EngineersInd,Engineering & Capital Goods,"97,995.00",1.46,0.36,ICICI Pru Top 100 Fund - Direct (G),MPI1130,2017-11-01 16:20:25.895000
Asian Paints,Chemicals,"9,660.00",1.09,0.27,ICICI Pru Top 100 Fund - Direct (G),MPI1130,2017-11-01 16:20:25.895000
Gateway Distri,Miscellaneous,"42,594.00",0.97,0.24,ICICI Pru Top 100 Fund - Direct (G),MPI1130,2017-11-01 16:20:25.895000
Coffee Day,Food & Beverages,"39,113.00",0.85,0.21,ICICI Pru Top 100 Fund - Direct (G),MPI1130,2017-11-01 16:20:25.895000
Motherson Sumi,Automotive,"14,444.00",0.49,0.12,ICICI Pru Top 100 Fund - Direct (G),MPI1130,2017-11-01 16:20:25.895000
Yes Bank,Banking & Financial Services,"13,289.00",0.47,4.56,BOI AXA Equity Fund - Direct (G),MBA064,2017-11-01 16:20:35.308000
HDFC Bank,Banking & Financial Services,"2,260.00",0.41,4.00,BOI AXA Equity Fund - Direct (G),MBA064,2017-11-01 16:20:35.308000
Graphite India,Engineering & Capital Goods,"10,675.00",0.40,3.89,BOI AXA Equity Fund - Direct (G),MBA064,2017-11-01 16:20:35.308000
Maruti Suzuki,Automotive,458.00,0.37,3.58,BOI AXA Equity Fund - Direct (G),MBA064,2017-11-01 16:20:35.308000
Motilal Oswal,Banking & Financial Services,"2,743.00",0.35,3.46,BOI AXA Equity Fund - Direct (G),MBA064,2017-11-01 16:20:35.308000
IndusInd Bank,Banking & Financial Services,"2,080.00",0.35,3.43,BOI AXA Equity Fund - Direct (G),MBA064,2017-11-01 16:20:35.308000
RBL Bank,Banking & Financial Services,"6,720.00",0.34,3.34,BOI AXA Equity Fund - Direct (G),MBA064,2017-11-01 16:20:35.308000
Hindalco,Metals & Mining,"14,032.00",0.34,3.31,BOI AXA Equity Fund - Direct (G),MBA064,2017-11-01 16:20:35.308000
IIFL Holdings,Banking & Financial Services,"5,253.00",0.32,3.13,BOI AXA Equity Fund - Direct (G),MBA064,2017-11-01 16:20:35.308000
Federal Bank,Banking & Financial Services,"27,888.00",0.31,3.08,BOI AXA Equity Fund - Direct (G),MBA064,2017-11-01 16:20:35.308000
ITC,Tobacco,"11,649.00",0.30,2.95,BOI AXA Equity Fund - Direct (G),MBA064,2017-11-01 16:20:35.308000
KEI Industries,Engineering & Capital Goods,"8,722.00",0.28,2.78,BOI AXA Equity Fund - Direct (G),MBA064,2017-11-01 16:20:35.308000
Piramal Enter,Pharmaceuticals,"1,077.00",0.28,2.77,BOI AXA Equity Fund - Direct (G),MBA064,2017-11-01 16:20:35.308000
Larsen,Engineering & Capital Goods,"2,349.00",0.27,2.63,BOI AXA Equity Fund - Direct (G),MBA064,2017-11-01 16:20:35.308000
Dewan Housing,Banking & Financial Services,"4,547.00",0.25,2.45,BOI AXA Equity Fund - Direct (G),MBA064,2017-11-01 16:20:35.308000
Aurobindo Pharm,Pharmaceuticals,"3,613.00",0.25,2.45,BOI AXA Equity Fund - Direct (G),MBA064,2017-11-01 16:20:35.308000
Future Retail,Retail & Real Estate,"4,533.00",0.24,2.34,BOI AXA Equity Fund - Direct (G),MBA064,2017-11-01 16:20:35.308000
Godrej Ind,Consumer Non-durables,"3,953.00",0.23,2.28,BOI AXA Equity Fund - Direct (G),MBA064,2017-11-01 16:20:35.308000
HUDCO,Retail & Real Estate,"27,339.00",0.23,2.23,BOI AXA Equity Fund - Direct (G),MBA064,2017-11-01 16:20:35.308000
Rel Capital,Banking & Financial Services,"3,812.00",0.22,2.19,BOI AXA Equity Fund - Direct (G),MBA064,2017-11-01 16:20:35.308000
CG Consumer,Manufacturing,"10,598.00",0.22,2.17,BOI AXA Equity Fund - Direct (G),MBA064,2017-11-01 16:20:35.308000
Eicher Motors,Automotive,70.00,0.22,2.13,BOI AXA Equity Fund - Direct (G),MBA064,2017-11-01 16:20:35.308000
Minda Ind,Automotive,"2,611.00",0.22,2.12,BOI AXA Equity Fund - Direct (G),MBA064,2017-11-01 16:20:35.308000
Reliance,Oil & Gas,"2,756.00",0.22,2.11,BOI AXA Equity Fund - Direct (G),MBA064,2017-11-01 16:20:35.308000
Vinati Organics,Chemicals,"2,202.00",0.21,2.08,BOI AXA Equity Fund - Direct (G),MBA064,2017-11-01 16:20:35.308000
Ramco Cements,Cement & Construction,"2,990.00",0.21,2.03,BOI AXA Equity Fund - Direct (G),MBA064,2017-11-01 16:20:35.308000
Dalmia Bharat,Cement & Construction,794.00,0.20,2.00,BOI AXA Equity Fund - Direct (G),MBA064,2017-11-01 16:20:35.308000
Edelweiss,Banking & Financial Services,"7,449.00",0.20,1.96,BOI AXA Equity Fund - Direct (G),MBA064,2017-11-01 16:20:35.308000
UltraTechCement,Cement & Construction,516.00,0.20,1.95,BOI AXA Equity Fund - Direct (G),MBA064,2017-11-01 16:20:35.308000
Indiabulls Hsg,Banking & Financial Services,"1,606.00",0.19,1.90,BOI AXA Equity Fund - Direct (G),MBA064,2017-11-01 16:20:35.308000
Sintex Plastics,Manufacturing,"19,861.00",0.18,1.77,BOI AXA Equity Fund - Direct (G),MBA064,2017-11-01 16:20:35.308000
SREI Infra,Banking & Financial Services,"16,610.00",0.17,1.67,BOI AXA Equity Fund - Direct (G),MBA064,2017-11-01 16:20:35.308000
Titan Company,Miscellaneous,"2,879.00",0.17,1.65,BOI AXA Equity Fund - Direct (G),MBA064,2017-11-01 16:20:35.308000
Britannia,Food & Beverages,366.00,0.16,1.56,BOI AXA Equity Fund - Direct (G),MBA064,2017-11-01 16:20:35.308000
JM Financial,Banking & Financial Services,"11,223.00",0.16,1.52,BOI AXA Equity Fund - Direct (G),MBA064,2017-11-01 16:20:35.308000
Whirlpool,Consumer Durables,"1,153.00",0.15,1.45,BOI AXA Equity Fund - Direct (G),MBA064,2017-11-01 16:20:35.308000
Dilip Buildcon,Cement & Construction,"2,417.00",0.14,1.42,BOI AXA Equity Fund - Direct (G),MBA064,2017-11-01 16:20:35.308000
HEG,Engineering & Capital Goods,"1,268.00",0.12,1.16,BOI AXA Equity Fund - Direct (G),MBA064,2017-11-01 16:20:35.308000
Gravita India,Miscellaneous,"8,014.00",0.11,1.03,BOI AXA Equity Fund - Direct (G),MBA064,2017-11-01 16:20:35.308000
Reliance Home F,Banking & Financial Services,"9,137.00",0.09,0.89,BOI AXA Equity Fund - Direct (G),MBA064,2017-11-01 16:20:35.308000
Kalpataru Power,Engineering & Capital Goods,"1,912.00",0.07,0.69,BOI AXA Equity Fund - Direct (G),MBA064,2017-11-01 16:20:35.308000
HDFC Bank,Banking & Financial Services,"113,365.00",20.47,7.54,IDFC Equity Fund - Regular Plan (G),MAG106,2017-11-01 16:20:45.284000
Maruti Suzuki,Automotive,"12,727.00",10.15,3.74,IDFC Equity Fund - Regular Plan (G),MAG106,2017-11-01 16:20:45.284000
Bajaj Finance,Banking & Financial Services,"51,697.00",9.50,3.50,IDFC Equity Fund - Regular Plan (G),MAG106,2017-11-01 16:20:45.284000
ICICI Bank,Banking & Financial Services,"338,626.00",9.37,3.45,IDFC Equity Fund - Regular Plan (G),MAG106,2017-11-01 16:20:45.284000
Infosys,Information Technology,"103,479.00",9.31,3.43,IDFC Equity Fund - Regular Plan (G),MAG106,2017-11-01 16:20:45.284000
Larsen,Engineering & Capital Goods,"79,637.00",9.09,3.35,IDFC Equity Fund - Regular Plan (G),MAG106,2017-11-01 16:20:45.284000
Reliance,Oil & Gas,"107,428.00",8.39,3.09,IDFC Equity Fund - Regular Plan (G),MAG106,2017-11-01 16:20:45.284000
ITC,Tobacco,"322,677.00",8.33,3.07,IDFC Equity Fund - Regular Plan (G),MAG106,2017-11-01 16:20:45.284000
IndusInd Bank,Banking & Financial Services,"47,771.00",8.04,2.96,IDFC Equity Fund - Regular Plan (G),MAG106,2017-11-01 16:20:45.284000
HUL,Consumer Non-durables,"67,763.00",7.95,2.93,IDFC Equity Fund - Regular Plan (G),MAG106,2017-11-01 16:20:45.284000
HDFC,Banking & Financial Services,"43,790.00",7.63,2.81,IDFC Equity Fund - Regular Plan (G),MAG106,2017-11-01 16:20:45.284000
Kotak Mahindra,Banking & Financial Services,"73,680.00",7.38,2.72,IDFC Equity Fund - Regular Plan (G),MAG106,2017-11-01 16:20:45.284000
PNB Housing Fin,Banking & Financial Services,"47,813.00",7.09,2.61,IDFC Equity Fund - Regular Plan (G),MAG106,2017-11-01 16:20:45.284000
BPCL,Oil & Gas,"133,066.00",6.27,2.31,IDFC Equity Fund - Regular Plan (G),MAG106,2017-11-01 16:20:45.284000
IOC,Oil & Gas,"143,032.00",5.73,2.11,IDFC Equity Fund - Regular Plan (G),MAG106,2017-11-01 16:20:45.284000
Eicher Motors,Automotive,"1,792.00",5.59,2.06,IDFC Equity Fund - Regular Plan (G),MAG106,2017-11-01 16:20:45.284000
RBL Bank,Banking & Financial Services,"107,643.00",5.46,2.01,IDFC Equity Fund - Regular Plan (G),MAG106,2017-11-01 16:20:45.284000
Hero Motocorp,Automotive,"13,954.00",5.27,1.94,IDFC Equity Fund - Regular Plan (G),MAG106,2017-11-01 16:20:45.284000
MRF,Automotive,797.00,5.02,1.85,IDFC Equity Fund - Regular Plan (G),MAG106,2017-11-01 16:20:45.284000
Bharat Elec,Manufacturing,"298,506.00",4.86,1.79,IDFC Equity Fund - Regular Plan (G),MAG106,2017-11-01 16:20:45.284000
Avenue Supermar,Retail & Real Estate,"43,803.00",4.72,1.74,IDFC Equity Fund - Regular Plan (G),MAG106,2017-11-01 16:20:45.284000
Titan Company,Miscellaneous,"79,420.00",4.64,1.71,IDFC Equity Fund - Regular Plan (G),MAG106,2017-11-01 16:20:45.284000
GAIL,Oil & Gas,"107,546.00",4.51,1.66,IDFC Equity Fund - Regular Plan (G),MAG106,2017-11-01 16:20:45.284000
Aurobindo Pharm,Pharmaceuticals,"63,589.00",4.40,1.62,IDFC Equity Fund - Regular Plan (G),MAG106,2017-11-01 16:20:45.284000
Petronet LNG,Oil & Gas,"166,746.00",3.86,1.42,IDFC Equity Fund - Regular Plan (G),MAG106,2017-11-01 16:20:45.284000
SBI,Banking & Financial Services,"139,034.00",3.53,1.30,IDFC Equity Fund - Regular Plan (G),MAG106,2017-11-01 16:20:45.284000
Britannia,Food & Beverages,"7,937.00",3.45,1.27,IDFC Equity Fund - Regular Plan (G),MAG106,2017-11-01 16:20:45.284000
Shree Cements,Cement & Construction,"1,797.00",3.34,1.23,IDFC Equity Fund - Regular Plan (G),MAG106,2017-11-01 16:20:45.284000
Tech Mahindra,Information Technology,"67,598.00",3.10,1.14,IDFC Equity Fund - Regular Plan (G),MAG106,2017-11-01 16:20:45.284000
ONGC,Oil & Gas,"173,106.00",2.96,1.09,IDFC Equity Fund - Regular Plan (G),MAG106,2017-11-01 16:20:45.284000
HCL Tech,Information Technology,"33,828.00",2.96,1.09,IDFC Equity Fund - Regular Plan (G),MAG106,2017-11-01 16:20:45.284000
Dollar Ind,Manufacturing,"67,472.00",2.74,1.01,IDFC Equity Fund - Regular Plan (G),MAG106,2017-11-01 16:20:45.284000
Cadila Health,Pharmaceuticals,"57,721.00",2.71,1.00,IDFC Equity Fund - Regular Plan (G),MAG106,2017-11-01 16:20:45.284000
PSP Projects,Cement & Construction,"79,308.00",2.69,0.99,IDFC Equity Fund - Regular Plan (G),MAG106,2017-11-01 16:20:45.284000
Power Grid Corp,Utilities,"123,522.00",2.61,0.96,IDFC Equity Fund - Regular Plan (G),MAG106,2017-11-01 16:20:45.284000
Tata Steel,Metals & Mining,"39,940.00",2.61,0.96,IDFC Equity Fund - Regular Plan (G),MAG106,2017-11-01 16:20:45.284000
M&M;,Automotive,"17,966.00",2.25,0.83,IDFC Equity Fund - Regular Plan (G),MAG106,2017-11-01 16:20:45.284000
Texmaco Rail,Engineering & Capital Goods,"225,212.00",2.23,0.82,IDFC Equity Fund - Regular Plan (G),MAG106,2017-11-01 16:20:45.284000
Mirza Intl,Consumer Non-durables,"138,480.00",2.20,0.81,IDFC Equity Fund - Regular Plan (G),MAG106,2017-11-01 16:20:45.284000
INEOS Styro,Chemicals,"24,022.00",2.14,0.79,IDFC Equity Fund - Regular Plan (G),MAG106,2017-11-01 16:20:45.284000
VRL Logistics,Services,"57,549.00",2.09,0.77,IDFC Equity Fund - Regular Plan (G),MAG106,2017-11-01 16:20:45.284000
CDSL,Banking & Financial Services,"59,581.00",2.04,0.75,IDFC Equity Fund - Regular Plan (G),MAG106,2017-11-01 16:20:45.284000
Magma Fincorp,Banking & Financial Services,"119,564.00",2.04,0.75,IDFC Equity Fund - Regular Plan (G),MAG106,2017-11-01 16:20:45.284000
Nava Bharat Ven,Conglomerates,"159,764.00",1.98,0.73,IDFC Equity Fund - Regular Plan (G),MAG106,2017-11-01 16:20:45.284000
UltraTechCement,Cement & Construction,"4,367.00",1.68,0.62,IDFC Equity Fund - Regular Plan (G),MAG106,2017-11-01 16:20:45.284000
Deccan Cements,Cement & Construction,"28,068.00",1.57,0.58,IDFC Equity Fund - Regular Plan (G),MAG106,2017-11-01 16:20:45.284000
Taj GVK Hotels,Services,"91,020.00",1.57,0.58,IDFC Equity Fund - Regular Plan (G),MAG106,2017-11-01 16:20:45.284000
Indoco Remedies,Pharmaceuticals,"69,045.00",1.44,0.53,IDFC Equity Fund - Regular Plan (G),MAG106,2017-11-01 16:20:45.284000
GIC Housing Fin,Banking & Financial Services,"24,071.00",1.28,0.47,IDFC Equity Fund - Regular Plan (G),MAG106,2017-11-01 16:20:45.284000
Ambuja Cements,Cement & Construction,"39,738.00",1.06,0.39,IDFC Equity Fund - Regular Plan (G),MAG106,2017-11-01 16:20:45.284000
Tata Coffee,Food & Beverages,"64,406.00",0.98,0.36,IDFC Equity Fund - Regular Plan (G),MAG106,2017-11-01 16:20:45.284000
HDFC Bank,Banking & Financial Services,"609,956.00",109.98,10.35,HDFC Growth Fund (G),MHD001,2017-11-01 16:20:57.867000
SBI,Banking & Financial Services,"2,964,783.00",75.23,7.08,HDFC Growth Fund (G),MHD001,2017-11-01 16:20:57.867000
ICICI Bank,Banking & Financial Services,"2,440,178.00",67.58,6.36,HDFC Growth Fund (G),MHD001,2017-11-01 16:20:57.867000
ITC,Tobacco,"2,604,528.00",67.26,6.33,HDFC Growth Fund (G),MHD001,2017-11-01 16:20:57.867000
Larsen,Engineering & Capital Goods,"505,596.00",57.70,5.43,HDFC Growth Fund (G),MHD001,2017-11-01 16:20:57.867000
Infosys,Information Technology,"573,414.00",51.54,4.85,HDFC Growth Fund (G),MHD001,2017-11-01 16:20:57.867000
Reliance,Oil & Gas,"596,404.00",46.65,4.39,HDFC Growth Fund (G),MHD001,2017-11-01 16:20:57.867000
Vedanta,Metals & Mining,"1,140,605.00",35.81,3.37,HDFC Growth Fund (G),MHD001,2017-11-01 16:20:57.867000
NTPC,Utilities,"2,058,470.00",34.43,3.24,HDFC Growth Fund (G),MHD001,2017-11-01 16:20:57.867000
ONGC,Oil & Gas,"1,737,255.00",29.65,2.79,HDFC Growth Fund (G),MHD001,2017-11-01 16:20:57.867000
GAIL,Oil & Gas,"699,773.00",29.33,2.76,HDFC Growth Fund (G),MHD001,2017-11-01 16:20:57.867000
Power Grid Corp,Utilities,"1,306,484.00",27.52,2.59,HDFC Growth Fund (G),MHD001,2017-11-01 16:20:57.867000
Dilip Buildcon,Cement & Construction,"422,939.00",25.29,2.38,HDFC Growth Fund (G),MHD001,2017-11-01 16:20:57.867000
Axis Bank,Banking & Financial Services,"474,072.00",24.12,2.27,HDFC Growth Fund (G),MHD001,2017-11-01 16:20:57.867000
Coal India,Metals & Mining,"785,358.00",21.25,2.00,HDFC Growth Fund (G),MHD001,2017-11-01 16:20:57.867000
Cipla,Pharmaceuticals,"345,144.00",20.19,1.90,HDFC Growth Fund (G),MHD001,2017-11-01 16:20:57.867000
Tata Motors (D),Automotive,"874,343.00",19.45,1.83,HDFC Growth Fund (G),MHD001,2017-11-01 16:20:57.867000
Maruti Suzuki,Automotive,"24,389.00",19.45,1.83,HDFC Growth Fund (G),MHD001,2017-11-01 16:20:57.867000
Solar Ind,Chemicals,"211,026.00",19.23,1.81,HDFC Growth Fund (G),MHD001,2017-11-01 16:20:57.867000
Kalpataru Power,Engineering & Capital Goods,"474,592.00",17.32,1.63,HDFC Growth Fund (G),MHD001,2017-11-01 16:20:57.867000
Tata Steel,Metals & Mining,"241,553.00",15.73,1.48,HDFC Growth Fund (G),MHD001,2017-11-01 16:20:57.867000
Aurobindo Pharm,Pharmaceuticals,"218,125.00",15.09,1.42,HDFC Growth Fund (G),MHD001,2017-11-01 16:20:57.867000
KCP,Cement & Construction,"1,302,650.00",14.88,1.40,HDFC Growth Fund (G),MHD001,2017-11-01 16:20:57.867000
Hindalco,Metals & Mining,"613,372.00",14.77,1.39,HDFC Growth Fund (G),MHD001,2017-11-01 16:20:57.867000
Eimco Elecon,Engineering & Capital Goods,"275,513.00",14.13,1.33,HDFC Growth Fund (G),MHD001,2017-11-01 16:20:57.867000
Tata Comm,Telecommunication,"201,851.00",13.81,1.30,HDFC Growth Fund (G),MHD001,2017-11-01 16:20:57.867000
M&M;,Automotive,"108,484.00",13.60,1.28,HDFC Growth Fund (G),MHD001,2017-11-01 16:20:57.867000
Ambuja Cements,Cement & Construction,"471,375.00",12.54,1.18,HDFC Growth Fund (G),MHD001,2017-11-01 16:20:57.867000
JMC Projects,Cement & Construction,"308,078.00",11.69,1.10,HDFC Growth Fund (G),MHD001,2017-11-01 16:20:57.867000
HPL Electric & ,Engineering & Capital Goods,"731,352.00",10.94,1.03,HDFC Growth Fund (G),MHD001,2017-11-01 16:20:57.867000
TCS,Information Technology,"44,474.00",10.84,1.02,HDFC Growth Fund (G),MHD001,2017-11-01 16:20:57.867000
Bank of Baroda,Banking & Financial Services,"780,521.00",10.73,1.01,HDFC Growth Fund (G),MHD001,2017-11-01 16:20:57.867000
Adani Ports,Engineering & Capital Goods,"234,436.00",8.82,0.83,HDFC Growth Fund (G),MHD001,2017-11-01 16:20:57.867000
DLF,Retail & Real Estate,"537,774.00",8.82,0.83,HDFC Growth Fund (G),MHD001,2017-11-01 16:20:57.867000
Matrimony.com,Miscellaneous,"103,223.00",8.18,0.77,HDFC Growth Fund (G),MHD001,2017-11-01 16:20:57.867000
Sun Pharma,Pharmaceuticals,"118,253.00",5.95,0.56,HDFC Growth Fund (G),MHD001,2017-11-01 16:20:57.867000
Jaiprakash Pow,Utilities,"7,399,652.00",5.31,0.50,HDFC Growth Fund (G),MHD001,2017-11-01 16:20:57.867000
C & C Construct,Cement & Construction,"764,110.00",3.40,0.32,HDFC Growth Fund (G),MHD001,2017-11-01 16:20:57.867000
Pennar Eng,Miscellaneous,"259,285.00",2.87,0.27,HDFC Growth Fund (G),MHD001,2017-11-01 16:20:57.867000
HDFC Bank,Banking & Financial Services,"5,470,224.00",986.31,7.64,HDFC Top 200 Fund (G),MZU009,2017-11-01 16:21:04.788000
ICICI Bank,Banking & Financial Services,"28,900,798.00",800.41,6.20,HDFC Top 200 Fund (G),MZU009,2017-11-01 16:21:04.788000
Larsen,Engineering & Capital Goods,"6,991,111.00",797.83,6.18,HDFC Top 200 Fund (G),MZU009,2017-11-01 16:21:04.788000
Infosys,Information Technology,"8,158,850.00",733.28,5.68,HDFC Top 200 Fund (G),MZU009,2017-11-01 16:21:04.788000
SBI,Banking & Financial Services,"26,811,683.00",680.35,5.27,HDFC Top 200 Fund (G),MZU009,2017-11-01 16:21:04.788000
Reliance,Oil & Gas,"7,955,665.00",622.25,4.82,HDFC Top 200 Fund (G),MZU009,2017-11-01 16:21:04.788000
ITC,Tobacco,"20,095,797.00",518.97,4.02,HDFC Top 200 Fund (G),MZU009,2017-11-01 16:21:04.788000
Tata Steel,Metals & Mining,"5,294,396.00",344.69,2.67,HDFC Top 200 Fund (G),MZU009,2017-11-01 16:21:04.788000
Axis Bank,Banking & Financial Services,"6,495,497.00",330.49,2.56,HDFC Top 200 Fund (G),MZU009,2017-11-01 16:21:04.788000
TCS,Information Technology,"1,313,759.00",320.16,2.48,HDFC Top 200 Fund (G),MZU009,2017-11-01 16:21:04.788000
Power Grid Corp,Utilities,"13,421,534.00",282.72,2.19,HDFC Top 200 Fund (G),MZU009,2017-11-01 16:21:04.788000
Maruti Suzuki,Automotive,"349,738.00",278.85,2.16,HDFC Top 200 Fund (G),MZU009,2017-11-01 16:21:04.788000
NTPC,Utilities,"14,665,842.00",245.29,1.90,HDFC Top 200 Fund (G),MZU009,2017-11-01 16:21:04.788000
Aurobindo Pharm,Pharmaceuticals,"3,545,879.00",245.29,1.90,HDFC Top 200 Fund (G),MZU009,2017-11-01 16:21:04.788000
CESC,Utilities,"2,472,716.00",244.00,1.89,HDFC Top 200 Fund (G),MZU009,2017-11-01 16:21:04.788000
GAIL,Oil & Gas,"5,175,009.00",216.88,1.68,HDFC Top 200 Fund (G),MZU009,2017-11-01 16:21:04.788000
ABB India,Engineering & Capital Goods,"1,368,612.00",191.07,1.48,HDFC Top 200 Fund (G),MZU009,2017-11-01 16:21:04.788000
Vedanta,Metals & Mining,"6,085,843.00",191.07,1.48,HDFC Top 200 Fund (G),MZU009,2017-11-01 16:21:04.788000
Tata Motors,Automotive,"4,697,398.00",188.48,1.46,HDFC Top 200 Fund (G),MZU009,2017-11-01 16:21:04.788000
Canara Bank,Banking & Financial Services,"5,741,414.00",176.86,1.37,HDFC Top 200 Fund (G),MZU009,2017-11-01 16:21:04.788000
Avenue Supermar,Retail & Real Estate,"1,617,319.00",174.28,1.35,HDFC Top 200 Fund (G),MZU009,2017-11-01 16:21:04.788000
Bank of Baroda,Banking & Financial Services,"12,581,187.00",172.99,1.34,HDFC Top 200 Fund (G),MZU009,2017-11-01 16:21:04.788000
UPL,Chemicals,"2,076,599.00",161.37,1.25,HDFC Top 200 Fund (G),MZU009,2017-11-01 16:21:04.788000
Siemens,Engineering & Capital Goods,"1,302,607.00",156.21,1.21,HDFC Top 200 Fund (G),MZU009,2017-11-01 16:21:04.788000
IndusInd Bank,Banking & Financial Services,"899,584.00",151.04,1.17,HDFC Top 200 Fund (G),MZU009,2017-11-01 16:21:04.788000
Kotak Mahindra,Banking & Financial Services,"1,494,697.00",149.75,1.16,HDFC Top 200 Fund (G),MZU009,2017-11-01 16:21:04.788000
Sun Pharma,Pharmaceuticals,"2,873,405.00",144.59,1.12,HDFC Top 200 Fund (G),MZU009,2017-11-01 16:21:04.788000
Bank of India,Banking & Financial Services,"10,425,521.00",143.30,1.11,HDFC Top 200 Fund (G),MZU009,2017-11-01 16:21:04.788000
Cipla,Pharmaceuticals,"2,361,481.00",138.13,1.07,HDFC Top 200 Fund (G),MZU009,2017-11-01 16:21:04.788000
Adani Ports,Engineering & Capital Goods,"3,637,530.00",136.84,1.06,HDFC Top 200 Fund (G),MZU009,2017-11-01 16:21:04.788000
Power Finance,Banking & Financial Services,"10,594,830.00",129.10,1.00,HDFC Top 200 Fund (G),MZU009,2017-11-01 16:21:04.788000
Yes Bank,Banking & Financial Services,"3,504,089.00",122.64,0.95,HDFC Top 200 Fund (G),MZU009,2017-11-01 16:21:04.788000
Ambuja Cements,Cement & Construction,"4,610,643.00",122.64,0.95,HDFC Top 200 Fund (G),MZU009,2017-11-01 16:21:04.788000
Century,Conglomerates,"972,131.00",118.77,0.92,HDFC Top 200 Fund (G),MZU009,2017-11-01 16:21:04.788000
HCL Tech,Information Technology,"1,343,387.00",117.48,0.91,HDFC Top 200 Fund (G),MZU009,2017-11-01 16:21:04.788000
ONGC,Oil & Gas,"6,808,567.00",116.19,0.90,HDFC Top 200 Fund (G),MZU009,2017-11-01 16:21:04.788000
PNB,Banking & Financial Services,"8,903,310.00",114.90,0.89,HDFC Top 200 Fund (G),MZU009,2017-11-01 16:21:04.788000
Union Bank,Banking & Financial Services,"8,460,430.00",107.15,0.83,HDFC Top 200 Fund (G),MZU009,2017-11-01 16:21:04.788000
Bharat Elec,Manufacturing,"6,393,725.00",104.57,0.81,HDFC Top 200 Fund (G),MZU009,2017-11-01 16:21:04.788000
REC,Banking & Financial Services,"6,252,128.00",95.53,0.74,HDFC Top 200 Fund (G),MZU009,2017-11-01 16:21:04.788000
