Equity,Sector,Qty,Value,%,Fund_Name,Fund_Code,Time_Stamp
Oracle Fin Serv,Information Technology,"252,471.00",91.66,0.71,HDFC Top 200 Fund (G),MZU009,2017-11-01 16:21:04.788000
Tech Mahindra,Information Technology,"2,004,583.00",91.66,0.71,HDFC Top 200 Fund (G),MZU009,2017-11-01 16:21:04.788000
Coal India,Metals & Mining,"3,291,856.00",89.08,0.69,HDFC Top 200 Fund (G),MZU009,2017-11-01 16:21:04.788000
Tata Motors (D),Automotive,"3,018,478.00",67.13,0.52,HDFC Top 200 Fund (G),MZU009,2017-11-01 16:21:04.788000
Dish TV,Media & Entertainment,"8,468,276.00",63.26,0.49,HDFC Top 200 Fund (G),MZU009,2017-11-01 16:21:04.788000
Info Edge,Miscellaneous,"562,314.00",61.97,0.48,HDFC Top 200 Fund (G),MZU009,2017-11-01 16:21:04.788000
Tata Chemicals,Chemicals,"926,444.00",59.39,0.46,HDFC Top 200 Fund (G),MZU009,2017-11-01 16:21:04.788000
Bharti Airtel,Telecommunication,"1,395,115.00",54.22,0.42,HDFC Top 200 Fund (G),MZU009,2017-11-01 16:21:04.788000
SAIL,Metals & Mining,"9,625,200.00",51.64,0.40,HDFC Top 200 Fund (G),MZU009,2017-11-01 16:21:04.788000
Container Corp,Services,"345,207.00",46.48,0.36,HDFC Top 200 Fund (G),MZU009,2017-11-01 16:21:04.788000
Divis Labs,Pharmaceuticals,"543,539.00",46.48,0.36,HDFC Top 200 Fund (G),MZU009,2017-11-01 16:21:04.788000
Hindalco,Metals & Mining,"1,769,200.00",42.60,0.33,HDFC Top 200 Fund (G),MZU009,2017-11-01 16:21:04.788000
Federal Bank,Banking & Financial Services,"3,668,860.00",41.31,0.32,HDFC Top 200 Fund (G),MZU009,2017-11-01 16:21:04.788000
NHPC,Utilities,"10,936,479.00",29.69,0.23,HDFC Top 200 Fund (G),MZU009,2017-11-01 16:21:04.788000
Wipro,Information Technology,"827,109.00",23.24,0.18,HDFC Top 200 Fund (G),MZU009,2017-11-01 16:21:04.788000
Vedanta,Metals & Mining,"740,170.00",23.24,0.18,HDFC Top 200 Fund (G),MZU009,2017-11-01 16:21:04.788000
Zee Entertain,Media & Entertainment,"371,719.00",19.36,0.15,HDFC Top 200 Fund (G),MZU009,2017-11-01 16:21:04.788000
Zee Entertain,Media & Entertainment,"49,563.00",2.58,0.02,HDFC Top 200 Fund (G),MZU009,2017-11-01 16:21:04.788000
M&M;,Automotive,"10,297.00",1.29,0.01,HDFC Top 200 Fund (G),MZU009,2017-11-01 16:21:04.788000
Yes Bank,Banking & Financial Services,"5,185.00",0.18,4.56,BOI AXA Equity Fund-Eco (G),MBA028,2017-11-01 16:21:12.820000
HDFC Bank,Banking & Financial Services,882.00,0.16,4.00,BOI AXA Equity Fund-Eco (G),MBA028,2017-11-01 16:21:12.820000
Graphite India,Engineering & Capital Goods,"4,165.00",0.15,3.89,BOI AXA Equity Fund-Eco (G),MBA028,2017-11-01 16:21:12.820000
Maruti Suzuki,Automotive,179.00,0.14,3.58,BOI AXA Equity Fund-Eco (G),MBA028,2017-11-01 16:21:12.820000
Motilal Oswal,Banking & Financial Services,"1,070.00",0.14,3.46,BOI AXA Equity Fund-Eco (G),MBA028,2017-11-01 16:21:12.820000
IndusInd Bank,Banking & Financial Services,812.00,0.14,3.43,BOI AXA Equity Fund-Eco (G),MBA028,2017-11-01 16:21:12.820000
RBL Bank,Banking & Financial Services,"2,622.00",0.13,3.34,BOI AXA Equity Fund-Eco (G),MBA028,2017-11-01 16:21:12.820000
Hindalco,Metals & Mining,"5,475.00",0.13,3.31,BOI AXA Equity Fund-Eco (G),MBA028,2017-11-01 16:21:12.820000
IIFL Holdings,Banking & Financial Services,"2,050.00",0.12,3.13,BOI AXA Equity Fund-Eco (G),MBA028,2017-11-01 16:21:12.820000
Federal Bank,Banking & Financial Services,"10,882.00",0.12,3.08,BOI AXA Equity Fund-Eco (G),MBA028,2017-11-01 16:21:12.820000
ITC,Tobacco,"4,545.00",0.12,2.95,BOI AXA Equity Fund-Eco (G),MBA028,2017-11-01 16:21:12.820000
KEI Industries,Engineering & Capital Goods,"3,403.00",0.11,2.78,BOI AXA Equity Fund-Eco (G),MBA028,2017-11-01 16:21:12.820000
Piramal Enter,Pharmaceuticals,420.00,0.11,2.77,BOI AXA Equity Fund-Eco (G),MBA028,2017-11-01 16:21:12.820000
Larsen,Engineering & Capital Goods,917.00,0.10,2.63,BOI AXA Equity Fund-Eco (G),MBA028,2017-11-01 16:21:12.820000
Dewan Housing,Banking & Financial Services,"1,774.00",0.10,2.45,BOI AXA Equity Fund-Eco (G),MBA028,2017-11-01 16:21:12.820000
Aurobindo Pharm,Pharmaceuticals,"1,410.00",0.10,2.45,BOI AXA Equity Fund-Eco (G),MBA028,2017-11-01 16:21:12.820000
Future Retail,Retail & Real Estate,"1,769.00",0.09,2.34,BOI AXA Equity Fund-Eco (G),MBA028,2017-11-01 16:21:12.820000
Godrej Ind,Consumer Non-durables,"1,543.00",0.09,2.28,BOI AXA Equity Fund-Eco (G),MBA028,2017-11-01 16:21:12.820000
HUDCO,Retail & Real Estate,"10,668.00",0.09,2.23,BOI AXA Equity Fund-Eco (G),MBA028,2017-11-01 16:21:12.820000
Rel Capital,Banking & Financial Services,"1,487.00",0.09,2.19,BOI AXA Equity Fund-Eco (G),MBA028,2017-11-01 16:21:12.820000
CG Consumer,Manufacturing,"4,135.00",0.09,2.17,BOI AXA Equity Fund-Eco (G),MBA028,2017-11-01 16:21:12.820000
Eicher Motors,Automotive,27.00,0.08,2.13,BOI AXA Equity Fund-Eco (G),MBA028,2017-11-01 16:21:12.820000
Minda Ind,Automotive,"1,019.00",0.08,2.12,BOI AXA Equity Fund-Eco (G),MBA028,2017-11-01 16:21:12.820000
Reliance,Oil & Gas,"1,075.00",0.08,2.11,BOI AXA Equity Fund-Eco (G),MBA028,2017-11-01 16:21:12.820000
Vinati Organics,Chemicals,859.00,0.08,2.08,BOI AXA Equity Fund-Eco (G),MBA028,2017-11-01 16:21:12.820000
Ramco Cements,Cement & Construction,"1,167.00",0.08,2.03,BOI AXA Equity Fund-Eco (G),MBA028,2017-11-01 16:21:12.820000
Dalmia Bharat,Cement & Construction,310.00,0.08,2.00,BOI AXA Equity Fund-Eco (G),MBA028,2017-11-01 16:21:12.820000
Edelweiss,Banking & Financial Services,"2,906.00",0.08,1.96,BOI AXA Equity Fund-Eco (G),MBA028,2017-11-01 16:21:12.820000
UltraTechCement,Cement & Construction,201.00,0.08,1.95,BOI AXA Equity Fund-Eco (G),MBA028,2017-11-01 16:21:12.820000
Indiabulls Hsg,Banking & Financial Services,627.00,0.08,1.90,BOI AXA Equity Fund-Eco (G),MBA028,2017-11-01 16:21:12.820000
Sintex Plastics,Manufacturing,"7,750.00",0.07,1.77,BOI AXA Equity Fund-Eco (G),MBA028,2017-11-01 16:21:12.820000
SREI Infra,Banking & Financial Services,"6,481.00",0.07,1.67,BOI AXA Equity Fund-Eco (G),MBA028,2017-11-01 16:21:12.820000
Titan Company,Miscellaneous,"1,123.00",0.07,1.65,BOI AXA Equity Fund-Eco (G),MBA028,2017-11-01 16:21:12.820000
Britannia,Food & Beverages,143.00,0.06,1.56,BOI AXA Equity Fund-Eco (G),MBA028,2017-11-01 16:21:12.820000
JM Financial,Banking & Financial Services,"4,379.00",0.06,1.52,BOI AXA Equity Fund-Eco (G),MBA028,2017-11-01 16:21:12.820000
Whirlpool,Consumer Durables,450.00,0.06,1.45,BOI AXA Equity Fund-Eco (G),MBA028,2017-11-01 16:21:12.820000
Dilip Buildcon,Cement & Construction,943.00,0.06,1.42,BOI AXA Equity Fund-Eco (G),MBA028,2017-11-01 16:21:12.820000
HEG,Engineering & Capital Goods,495.00,0.05,1.16,BOI AXA Equity Fund-Eco (G),MBA028,2017-11-01 16:21:12.820000
Gravita India,Miscellaneous,"3,127.00",0.04,1.03,BOI AXA Equity Fund-Eco (G),MBA028,2017-11-01 16:21:12.820000
Reliance Home F,Banking & Financial Services,"3,565.00",0.04,0.89,BOI AXA Equity Fund-Eco (G),MBA028,2017-11-01 16:21:12.820000
Kalpataru Power,Engineering & Capital Goods,746.00,0.03,0.69,BOI AXA Equity Fund-Eco (G),MBA028,2017-11-01 16:21:12.820000
HDFC Bank,Banking & Financial Services,"4,314,297.00",779.03,6.87,ICICI Pru Focused Bluechip Eqty (G),MPI392,2017-11-01 16:21:22.141000
ICICI Bank,Banking & Financial Services,"27,139,678.00",750.68,6.62,ICICI Pru Focused Bluechip Eqty (G),MPI392,2017-11-01 16:21:22.141000
Maruti Suzuki,Automotive,"592,693.00",472.86,4.17,ICICI Pru Focused Bluechip Eqty (G),MPI392,2017-11-01 16:21:22.141000
SBI,Banking & Financial Services,"16,885,484.00",428.64,3.78,ICICI Pru Focused Bluechip Eqty (G),MPI392,2017-11-01 16:21:22.141000
ITC,Tobacco,"16,375,075.00",422.97,3.73,ICICI Pru Focused Bluechip Eqty (G),MPI392,2017-11-01 16:21:22.141000
Motherson Sumi,Automotive,"12,404,827.00",417.30,3.68,ICICI Pru Focused Bluechip Eqty (G),MPI392,2017-11-01 16:21:22.141000
Axis Bank,Banking & Financial Services,"7,973,264.00",405.96,3.58,ICICI Pru Focused Bluechip Eqty (G),MPI392,2017-11-01 16:21:22.141000
Infosys,Information Technology,"4,133,124.00",371.94,3.28,ICICI Pru Focused Bluechip Eqty (G),MPI392,2017-11-01 16:21:22.141000
Bajaj Finserv,Banking & Financial Services,"706,190.00",364.00,3.21,ICICI Pru Focused Bluechip Eqty (G),MPI392,2017-11-01 16:21:22.141000
NTPC,Utilities,"21,331,642.00",357.20,3.15,ICICI Pru Focused Bluechip Eqty (G),MPI392,2017-11-01 16:21:22.141000
HDFC,Banking & Financial Services,"1,998,259.00",348.13,3.07,ICICI Pru Focused Bluechip Eqty (G),MPI392,2017-11-01 16:21:22.141000
Larsen,Engineering & Capital Goods,"2,889,394.00",329.98,2.91,ICICI Pru Focused Bluechip Eqty (G),MPI392,2017-11-01 16:21:22.141000
IndusInd Bank,Banking & Financial Services,"1,907,690.00",320.91,2.83,ICICI Pru Focused Bluechip Eqty (G),MPI392,2017-11-01 16:21:22.141000
Cipla,Pharmaceuticals,"4,894,944.00",286.89,2.53,ICICI Pru Focused Bluechip Eqty (G),MPI392,2017-11-01 16:21:22.141000
Kotak Mahindra,Banking & Financial Services,"2,726,716.00",273.29,2.41,ICICI Pru Focused Bluechip Eqty (G),MPI392,2017-11-01 16:21:22.141000
Sun Pharma,Pharmaceuticals,"5,024,814.00",252.87,2.23,ICICI Pru Focused Bluechip Eqty (G),MPI392,2017-11-01 16:21:22.141000
IOC,Oil & Gas,"6,285,638.00",251.74,2.22,ICICI Pru Focused Bluechip Eqty (G),MPI392,2017-11-01 16:21:22.141000
Britannia,Food & Beverages,"527,273.00",229.06,2.02,ICICI Pru Focused Bluechip Eqty (G),MPI392,2017-11-01 16:21:22.141000
Reliance,Oil & Gas,"2,802,598.00",218.85,1.93,ICICI Pru Focused Bluechip Eqty (G),MPI392,2017-11-01 16:21:22.141000
Power Grid Corp,Utilities,"10,318,526.00",217.72,1.92,ICICI Pru Focused Bluechip Eqty (G),MPI392,2017-11-01 16:21:22.141000
Hindalco,Metals & Mining,"9,049,081.00",217.72,1.92,ICICI Pru Focused Bluechip Eqty (G),MPI392,2017-11-01 16:21:22.141000
TVS Motor,Automotive,"3,261,837.00",214.32,1.89,ICICI Pru Focused Bluechip Eqty (G),MPI392,2017-11-01 16:21:22.141000
Bharti Airtel,Telecommunication,"5,328,418.00",207.52,1.83,ICICI Pru Focused Bluechip Eqty (G),MPI392,2017-11-01 16:21:22.141000
GAIL,Oil & Gas,"4,952,040.00",207.52,1.83,ICICI Pru Focused Bluechip Eqty (G),MPI392,2017-11-01 16:21:22.141000
Tech Mahindra,Information Technology,"4,359,015.00",199.58,1.76,ICICI Pru Focused Bluechip Eqty (G),MPI392,2017-11-01 16:21:22.141000
Interglobe Avi,Services,"1,716,246.00",188.24,1.66,ICICI Pru Focused Bluechip Eqty (G),MPI392,2017-11-01 16:21:22.141000
Tata Steel,Metals & Mining,"2,363,328.00",154.22,1.36,ICICI Pru Focused Bluechip Eqty (G),MPI392,2017-11-01 16:21:22.141000
ONGC,Oil & Gas,"8,888,625.00",151.95,1.34,ICICI Pru Focused Bluechip Eqty (G),MPI392,2017-11-01 16:21:22.141000
Container Corp,Services,"1,052,578.00",141.75,1.25,ICICI Pru Focused Bluechip Eqty (G),MPI392,2017-11-01 16:21:22.141000
HCL Tech,Information Technology,"1,503,655.00",131.54,1.16,ICICI Pru Focused Bluechip Eqty (G),MPI392,2017-11-01 16:21:22.141000
Lupin,Pharmaceuticals,"1,252,504.00",127.00,1.12,ICICI Pru Focused Bluechip Eqty (G),MPI392,2017-11-01 16:21:22.141000
Avenue Supermar,Retail & Real Estate,"1,040,960.00",112.26,0.99,ICICI Pru Focused Bluechip Eqty (G),MPI392,2017-11-01 16:21:22.141000
Tata Power,Utilities,"14,283,853.00",111.13,0.98,ICICI Pru Focused Bluechip Eqty (G),MPI392,2017-11-01 16:21:22.141000
Tata Motors,Automotive,"2,654,857.00",106.59,0.94,ICICI Pru Focused Bluechip Eqty (G),MPI392,2017-11-01 16:21:22.141000
Federal Bank,Banking & Financial Services,"9,160,287.00",103.19,0.91,ICICI Pru Focused Bluechip Eqty (G),MPI392,2017-11-01 16:21:22.141000
UltraTechCement,Cement & Construction,"232,430.00",89.58,0.79,ICICI Pru Focused Bluechip Eqty (G),MPI392,2017-11-01 16:21:22.141000
Muthoot Finance,Banking & Financial Services,"1,862,479.00",88.45,0.78,ICICI Pru Focused Bluechip Eqty (G),MPI392,2017-11-01 16:21:22.141000
Ashok Leyland,Automotive,"7,093,026.00",87.32,0.77,ICICI Pru Focused Bluechip Eqty (G),MPI392,2017-11-01 16:21:22.141000
Dabur India,Consumer Non-durables,"2,751,254.00",83.91,0.74,ICICI Pru Focused Bluechip Eqty (G),MPI392,2017-11-01 16:21:22.141000
Biocon,Pharmaceuticals,"2,184,966.00",72.57,0.64,ICICI Pru Focused Bluechip Eqty (G),MPI392,2017-11-01 16:21:22.141000
Tata Motors (D),Automotive,"3,213,660.00",71.44,0.63,ICICI Pru Focused Bluechip Eqty (G),MPI392,2017-11-01 16:21:22.141000
Wipro,Information Technology,"2,306,365.00",64.64,0.57,ICICI Pru Focused Bluechip Eqty (G),MPI392,2017-11-01 16:21:22.141000
Castrol,Chemicals,"1,653,564.00",58.97,0.52,ICICI Pru Focused Bluechip Eqty (G),MPI392,2017-11-01 16:21:22.141000
Coal India,Metals & Mining,"1,967,741.00",53.30,0.47,ICICI Pru Focused Bluechip Eqty (G),MPI392,2017-11-01 16:21:22.142000
Cummins,Engineering & Capital Goods,"380,298.00",35.15,0.31,ICICI Pru Focused Bluechip Eqty (G),MPI392,2017-11-01 16:21:22.142000
Eicher Motors,Automotive,"9,809.00",30.62,0.27,ICICI Pru Focused Bluechip Eqty (G),MPI392,2017-11-01 16:21:22.142000
HPCL,Oil & Gas,"371,965.00",15.88,0.14,ICICI Pru Focused Bluechip Eqty (G),MPI392,2017-11-01 16:21:22.142000
ICICI Lombard ,Conglomerates,"233,394.00",15.88,0.14,ICICI Pru Focused Bluechip Eqty (G),MPI392,2017-11-01 16:21:22.142000
Asian Paints,Chemicals,"120,240.00",13.61,0.12,ICICI Pru Focused Bluechip Eqty (G),MPI392,2017-11-01 16:21:22.142000
Max Financial,Manufacturing,"38,381.00",2.27,0.02,ICICI Pru Focused Bluechip Eqty (G),MPI392,2017-11-01 16:21:22.142000
HDFC Bank,Banking & Financial Services,"3,863,305.00",697.60,7.07,Kotak Select Focus Fund - Regular (G),MKM311,2017-11-01 16:21:30.142000
Reliance,Oil & Gas,"6,368,252.00",497.30,5.04,Kotak Select Focus Fund - Regular (G),MKM311,2017-11-01 16:21:30.142000
HDFC,Banking & Financial Services,"2,475,033.00",431.19,4.37,Kotak Select Focus Fund - Regular (G),MKM311,2017-11-01 16:21:30.142000
Hero Motocorp,Automotive,"1,095,302.00",413.43,4.19,Kotak Select Focus Fund - Regular (G),MKM311,2017-11-01 16:21:30.142000
ITC,Tobacco,"13,790,116.00",356.20,3.61,Kotak Select Focus Fund - Regular (G),MKM311,2017-11-01 16:21:30.142000
Maruti Suzuki,Automotive,"424,204.00",338.44,3.43,Kotak Select Focus Fund - Regular (G),MKM311,2017-11-01 16:21:30.142000
IndusInd Bank,Banking & Financial Services,"1,982,550.00",333.50,3.38,Kotak Select Focus Fund - Regular (G),MKM311,2017-11-01 16:21:30.142000
SBI,Banking & Financial Services,"12,749,167.00",323.64,3.28,Kotak Select Focus Fund - Regular (G),MKM311,2017-11-01 16:21:30.142000
ICICI Bank,Banking & Financial Services,"10,594,718.00",293.05,2.97,Kotak Select Focus Fund - Regular (G),MKM311,2017-11-01 16:21:30.142000
Larsen,Engineering & Capital Goods,"2,479,602.00",283.18,2.87,Kotak Select Focus Fund - Regular (G),MKM311,2017-11-01 16:21:30.142000
GAIL,Oil & Gas,"6,216,175.00",260.49,2.64,Kotak Select Focus Fund - Regular (G),MKM311,2017-11-01 16:21:30.142000
UltraTechCement,Cement & Construction,"637,456.00",245.69,2.49,Kotak Select Focus Fund - Regular (G),MKM311,2017-11-01 16:21:30.142000
RBL Bank,Banking & Financial Services,"4,593,376.00",232.86,2.36,Kotak Select Focus Fund - Regular (G),MKM311,2017-11-01 16:21:30.142000
Shree Cements,Cement & Construction,"123,735.00",229.90,2.33,Kotak Select Focus Fund - Regular (G),MKM311,2017-11-01 16:21:30.142000
IGL,Oil & Gas,"1,488,195.00",219.05,2.22,Kotak Select Focus Fund - Regular (G),MKM311,2017-11-01 16:21:30.142000
Ramco Cements,Cement & Construction,"3,106,594.00",215.10,2.18,Kotak Select Focus Fund - Regular (G),MKM311,2017-11-01 16:21:30.142000
Bajaj Finance,Banking & Financial Services,"1,148,792.00",211.15,2.14,Kotak Select Focus Fund - Regular (G),MKM311,2017-11-01 16:21:30.142000
HPCL,Oil & Gas,"4,785,541.00",204.25,2.07,Kotak Select Focus Fund - Regular (G),MKM311,2017-11-01 16:21:30.142000
Bharat Elec,Manufacturing,"11,697,365.00",190.43,1.93,Kotak Select Focus Fund - Regular (G),MKM311,2017-11-01 16:21:30.142000
Petronet LNG,Oil & Gas,"8,151,371.00",188.46,1.91,Kotak Select Focus Fund - Regular (G),MKM311,2017-11-01 16:21:30.142000
Britannia,Food & Beverages,"388,389.00",168.73,1.71,Kotak Select Focus Fund - Regular (G),MKM311,2017-11-01 16:21:30.142000
Axis Bank,Banking & Financial Services,"3,139,456.00",159.85,1.62,Kotak Select Focus Fund - Regular (G),MKM311,2017-11-01 16:21:30.142000
M&M;,Automotive,"1,203,628.00",150.97,1.53,Kotak Select Focus Fund - Regular (G),MKM311,2017-11-01 16:21:30.142000
Infosys,Information Technology,"1,480,214.00",133.20,1.35,Kotak Select Focus Fund - Regular (G),MKM311,2017-11-01 16:21:30.142000
Arvind,Manufacturing,"3,543,913.00",131.23,1.33,Kotak Select Focus Fund - Regular (G),MKM311,2017-11-01 16:21:30.142000
Max Financial,Manufacturing,"2,204,170.00",130.24,1.32,Kotak Select Focus Fund - Regular (G),MKM311,2017-11-01 16:21:30.142000
BPCL,Oil & Gas,"2,470,414.00",116.43,1.18,Kotak Select Focus Fund - Regular (G),MKM311,2017-11-01 16:21:30.142000
ICICI Prudentia,Banking & Financial Services,"2,816,968.00",109.52,1.11,Kotak Select Focus Fund - Regular (G),MKM311,2017-11-01 16:21:30.142000
Bajaj Finserv,Banking & Financial Services,"206,741.00",106.56,1.08,Kotak Select Focus Fund - Regular (G),MKM311,2017-11-01 16:21:30.142000
MRF,Automotive,"16,287.00",102.62,1.04,Kotak Select Focus Fund - Regular (G),MKM311,2017-11-01 16:21:30.142000
BEML,Engineering & Capital Goods,"603,486.00",95.71,0.97,Kotak Select Focus Fund - Regular (G),MKM311,2017-11-01 16:21:30.142000
Godrej Consumer,Consumer Non-durables,"1,030,552.00",94.72,0.96,Kotak Select Focus Fund - Regular (G),MKM311,2017-11-01 16:21:30.142000
Cadila Health,Pharmaceuticals,"1,908,998.00",89.79,0.91,Kotak Select Focus Fund - Regular (G),MKM311,2017-11-01 16:21:30.142000
ICICI Lombard ,Conglomerates,"1,204,000.00",81.90,0.83,Kotak Select Focus Fund - Regular (G),MKM311,2017-11-01 16:21:30.142000
Tata Motors,Automotive,"1,990,603.00",79.92,0.81,Kotak Select Focus Fund - Regular (G),MKM311,2017-11-01 16:21:30.142000
Federal Bank,Banking & Financial Services,"7,094,780.00",79.92,0.81,Kotak Select Focus Fund - Regular (G),MKM311,2017-11-01 16:21:30.142000
Bayer CropScien,Chemicals,"182,165.00",71.04,0.72,Kotak Select Focus Fund - Regular (G),MKM311,2017-11-01 16:21:30.142000
Ashok Leyland,Automotive,"5,690,959.00",70.06,0.71,Kotak Select Focus Fund - Regular (G),MKM311,2017-11-01 16:21:30.142000
Equitas Holding,Banking & Financial Services,"4,343,555.00",66.11,0.67,Kotak Select Focus Fund - Regular (G),MKM311,2017-11-01 16:21:30.142000
HCL Tech,Information Technology,"744,424.00",65.12,0.66,Kotak Select Focus Fund - Regular (G),MKM311,2017-11-01 16:21:30.142000
Container Corp,Services,"483,587.00",65.12,0.66,Kotak Select Focus Fund - Regular (G),MKM311,2017-11-01 16:21:30.142000
KEC Intl,Engineering & Capital Goods,"1,896,573.00",58.22,0.59,Kotak Select Focus Fund - Regular (G),MKM311,2017-11-01 16:21:30.142000
Solar Ind,Chemicals,"566,756.00",51.31,0.52,Kotak Select Focus Fund - Regular (G),MKM311,2017-11-01 16:21:30.142000
Bata India,Consumer Non-durables,"700,751.00",48.35,0.49,Kotak Select Focus Fund - Regular (G),MKM311,2017-11-01 16:21:30.142000
Lupin,Pharmaceuticals,"476,808.00",48.35,0.49,Kotak Select Focus Fund - Regular (G),MKM311,2017-11-01 16:21:30.142000
Sun Pharma,Pharmaceuticals,"960,721.00",48.35,0.49,Kotak Select Focus Fund - Regular (G),MKM311,2017-11-01 16:21:30.142000
Laurus Labs,Pharmaceuticals,"856,054.00",43.41,0.44,Kotak Select Focus Fund - Regular (G),MKM311,2017-11-01 16:21:30.142000
JK Lakshmi Cem,Cement & Construction,"1,119,082.00",43.41,0.44,Kotak Select Focus Fund - Regular (G),MKM311,2017-11-01 16:21:30.142000
Techno Electric,Engineering & Capital Goods,"1,241,894.00",40.45,0.41,Kotak Select Focus Fund - Regular (G),MKM311,2017-11-01 16:21:30.142000
AIA Engineering,Engineering & Capital Goods,"274,764.00",36.51,0.37,Kotak Select Focus Fund - Regular (G),MKM311,2017-11-01 16:21:30.142000
Whirlpool,Consumer Durables,"199,994.00",25.65,0.26,Kotak Select Focus Fund - Regular (G),MKM311,2017-11-01 16:21:30.142000
Avenue Supermar,Retail & Real Estate,"210,433.00",22.69,0.23,Kotak Select Focus Fund - Regular (G),MKM311,2017-11-01 16:21:30.142000
Max Financial,Manufacturing,"384,060.00",22.69,0.23,Kotak Select Focus Fund - Regular (G),MKM311,2017-11-01 16:21:30.142000
Navkar Corp,Services,"918,614.00",16.77,0.17,Kotak Select Focus Fund - Regular (G),MKM311,2017-11-01 16:21:30.142000
Kirloskar Ind,Engineering & Capital Goods,"81,366.00",11.84,0.12,Kotak Select Focus Fund - Regular (G),MKM311,2017-11-01 16:21:30.142000
HDFC Bank,Banking & Financial Services,"1,214.00",0.22,8.09,Reliance Quant Plus - Direct (G),MRC1008,2017-11-01 16:21:41.891000
HDFC,Banking & Financial Services,"1,240.00",0.22,7.97,Reliance Quant Plus - Direct (G),MRC1008,2017-11-01 16:21:41.891000
Maruti Suzuki,Automotive,271.00,0.22,7.97,Reliance Quant Plus - Direct (G),MRC1008,2017-11-01 16:21:41.891000
IndusInd Bank,Banking & Financial Services,"1,279.00",0.22,7.94,Reliance Quant Plus - Direct (G),MRC1008,2017-11-01 16:21:41.891000
Reliance,Oil & Gas,"2,707.00",0.21,7.80,Reliance Quant Plus - Direct (G),MRC1008,2017-11-01 16:21:41.891000
Yes Bank,Banking & Financial Services,"6,024.00",0.21,7.78,Reliance Quant Plus - Direct (G),MRC1008,2017-11-01 16:21:41.891000
Larsen,Engineering & Capital Goods,"1,811.00",0.21,7.63,Reliance Quant Plus - Direct (G),MRC1008,2017-11-01 16:21:41.891000
HUL,Consumer Non-durables,"1,579.00",0.19,6.84,Reliance Quant Plus - Direct (G),MRC1008,2017-11-01 16:21:41.891000
HCL Tech,Information Technology,"1,382.00",0.12,4.46,Reliance Quant Plus - Direct (G),MRC1008,2017-11-01 16:21:41.891000
Vedanta,Metals & Mining,"3,449.00",0.11,4.00,Reliance Quant Plus - Direct (G),MRC1008,2017-11-01 16:21:41.891000
Power Grid Corp,Utilities,"5,022.00",0.11,3.91,Reliance Quant Plus - Direct (G),MRC1008,2017-11-01 16:21:41.891000
Indiabulls Hsg,Banking & Financial Services,862.00,0.10,3.84,Reliance Quant Plus - Direct (G),MRC1008,2017-11-01 16:21:41.891000
