COUNT,SYMBOL,ADJUSTMENT_TYPE,DATE,FACTOR,URL,NSE
18,Solis Marketing,split,18-11-2014,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=SM22,
19,NCL Research,split,17-11-2014,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=NCL01,
20,Achal Invest,split,12-11-2014,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=AI68,
21,Shivam Auto,split,30-10-2014,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=SA13,
22,GCM Securities,split,28-10-2014,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=GS13,
23,Kridhan Infra,split,27-10-2014,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=RSI02,
24,PMC Fincorp,split,22-10-2014,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=PMC,
25,Midas Infra,split,21-10-2014,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=AF19,
26,Sequel e-Router,split,17-10-2014,10.0,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=SR03,
27,Negotium Int,split,16-10-2014,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=MIT,
28,JBM Auto,split,08-10-2014,0.5,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=JBM03,
29,Veronica Prod,split,08-10-2014,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=DC09,
30,Risa Intl,split,07-10-2014,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=GTE,
31,Sudarshan Chem,split,30-09-2014,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=SCI08,
32,Astral Poly Tec,split,25-09-2014,0.5,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=APT02,
33,Mah Corporation,split,25-09-2014,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=MIL02,
34,La Opala RG,split,24-09-2014,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=LOR,
35,Southern Ispat,split,22-09-2014,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=SI57,
36,Vertex Spinning,split,19-09-2014,10.0,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=VS16,
37,Panama Petro,split,19-09-2014,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=PP02,
38,Atul Auto,split,12-09-2014,0.5,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=AA08,
39,Allied Computer,split,11-09-2014,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=ACI13,
40,Alkyl Amines,split,08-09-2014,0.5,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=AAC,
41,Camlin Fine,split,04-09-2014,0.5,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=CFC03,
42,JK Bank,split,04-09-2014,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=JKB,
43,PS IT Infra,split,03-09-2014,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=PSI04,
44,Man Infra,split,28-08-2014,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=MI37,
45,Havells India,split,26-08-2014,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=HI01,
46,Zodiac Ventures,split,21-08-2014,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=GIL03,
47,Mukta Agri,split,14-08-2014,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=PA08,
48,Mystic Electr,split,14-08-2014,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=PE08,
49,Alps Motor Fin,split,04-08-2014,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=AMF03,
50,Axis Bank,split,28-07-2014,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=AB16,
51,Swadeshi Ind,split,02-07-2014,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=SIL01,
52,Orosil Smiths,split,26-06-2014,0.5,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=SSI08,
53,Thacker,split,24-06-2014,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=TC03,
54,Deepak Nitrite,split,20-06-2014,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=DN,
55,Greencrest Fin,split,05-06-2014,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=MGI,
56,Trinity Trade,split,23-05-2014,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=STF06,
57,Rekvina Labs,split,30-04-2014,0.5,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=RL02,
58,Kriptol Ind,split,23-04-2014,2.0,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=RI40,
59,Cubical Fin Ser,split,23-04-2014,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=CFS03,
60,Matra Kaushal,split,23-04-2014,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=PLE,
61,Swagruha Infra,split,04-04-2014,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=MPL02,
62,CHL,split,03-04-2014,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=CHL,
63,Vikas Ecotech,split,27-03-2014,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=VGO01,
64,Raj Television,split,25-03-2014,0.5,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=RTN,
65,Aarya Global,split,19-03-2014,10.0,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=KIF02,
66,Vishvjyoti Trad,split,19-03-2014,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=VTL01,
67,Premier Cap,split,19-03-2014,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=PCS01,
68,Atlanta Infra,split,14-03-2014,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=KS,
69,Him Teknoforge,split,03-03-2014,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=GAG,
70,Finkurve Fin,split,26-02-2014,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=SL02,
71,R Systems Intl,split,26-02-2014,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=RSI01,
72,Sharon Bio Medi,split,20-02-2014,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=SBM01,
73,Swan Energy,split,03-02-2014,0.5,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=SM09,
74,Sam Leaseco,split,29-01-2014,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=SL16,
75,Kaveri Seed,split,27-01-2014,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=KSC01,
76,BS Limited,split,21-01-2014,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=BT,
77,Mishka Finance,split,16-01-2014,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=PTF,
78,Cressanda Sol,split,13-01-2014,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=CS17,
79,Thacker,split,10-01-2014,0.5,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=TC03,
80,Maa Jagdambe,split,09-01-2014,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=MJT,
81,Nivyah Infra,split,07-01-2014,10.0,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=SVE,
0,Datapro Info,split,25-12-2000,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=DIT,
1,Jenson Nicholso,split,04-12-2000,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=JN,
2,Dabur India,split,27-11-2000,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=DI,
3,HCL Tech,split,27-11-2000,0.5,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=HCL02,
4,Cummins,split,20-11-2000,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=CI02,
5,JIK Industries,split,13-11-2000,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=JIK,
6,Morepen Lab,split,07-11-2000,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=ML06,
7,Novartis India,split,06-11-2000,0.5,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=NI01,
8,Mastek,split,26-10-2000,0.5,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=M,
9,Moh Granites,split,03-10-2000,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=MG01,
10,Cyberspace Info,split,26-09-2000,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=CI07,
11,PharmaciaHealth,split,25-09-2000,0.5,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=PH04,
12,Socrus Bio Scie,split,25-09-2000,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=THC,
13,Sonata,split,25-09-2000,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=SS42,
14,Sterlite Ind,split,25-09-2000,0.5,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=SII,
15,Pan India Corp,split,18-09-2000,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=PIC01,
16,Kennametal,split,18-09-2000,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=WI06,
17,Flextronics,split,11-09-2000,0.5,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=FSS,
18,Vatsa Corp,split,30-08-2000,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=VC04,
19,Eskay Knit,split,21-08-2000,0.4,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=EK01,
20,Jayant Agro-Org,split,21-08-2000,0.5,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=JAO,
21,Mahindra Satyam,split,07-08-2000,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=SCS,
22,Elgi Equipments,split,02-08-2000,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=EE01,
23,HUL,split,03-07-2000,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=HU,
24,Information Tec,split,19-06-2000,0.5,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=IT01,
25,Computech Inter,split,15-05-2000,0.5,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=CI15,
26,Vatsa Music,split,10-05-2000,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=VM05,
27,BLB,split,02-05-2000,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=BLB,
28,Dolat Investmen,split,02-05-2000,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=DI11,
29,Polaris Consult,split,02-05-2000,0.5,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=PSL01,
30,Infosys,split,24-01-2000,0.5,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=IT,
0,Rammaica,split,28-11-2019,0.5,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/rammaicaindia/RI05,
1,Guj Cotex,split,22-11-2019,0.5,https://www.moneycontrol.com/india/stockpricequote/textilesprocessing/gujaratcotex/GC09,
2,Himalaya Granit,split,08-11-2019,0.5,https://www.moneycontrol.com/india/stockpricequote/ceramicsgranite/himalayagranites/HG,
3,IST Ltd,split,01-11-2019,0.5,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/istltd/IST,
4,Amalgamated Ele,split,24-10-2019,0.5,https://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/amalgamatedelectricity/AE05,
5,Satia Ind,split,15-10-2019,0.1,https://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/amalgamatedelectricity/SI96,
6,PG Industry,split,14-10-2019,0.5,https://www.moneycontrol.com/india/stockpricequote/miscellaneous/prudentialgranites/PG02,
7,HDFC Bank,split,19-09-2019,0.5,https://www.moneycontrol.com/india/stockpricequote/banksprivatesector/hdfcbank/HDF01,
8,Prime Industrie,split,12-09-2019,0.5,https://www.moneycontrol.com/india/stockpricequote/vanaspatioils/primeindustries/PI22,
9,Master Trust,split,26-08-2019,0.5,https://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/mastertrust/MT02,
10,Seshasayee Pape,split,19-08-2019,0.2,https://www.moneycontrol.com/india/stockpricequote/paper/seshasayeepaperboards/SPB,
11,Sinnar Bidi,split,30-07-2019,0.5,https://www.moneycontrol.com/india/stockpricequote/cigarettes/sinnarbidiudyog/SBU,
12,Apcotex Ind,split,04-07-2019,0.4,https://www.moneycontrol.com/india/stockpricequote/rubber/apcotexindustries/AI58,
13,Ekam Leasing,split,14-06-2019,0.5,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/ekamleasingfinancecompany/ELF01,
14,Cholamandalam,split,14-06-2019,0.2,https://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/cholamandalaminvestmentfinancecompany/CDB,
15,Jullundur Motor,split,14-05-2019,0.2,https://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/cholamandalaminvestmentfinancecompany/JMA,
16,Orient Trade,split,07-05-2019,0.2,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/orienttradelink/OT05,
17,Madhav Copper,split,02-05-2019,0.5,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/orienttradelink/MC07,
18,Dhanleela,split,12-04-2019,2.5,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/rathiinvestment/RI06,
19,Lesha Ind,split,11-04-2019,0.1,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/rathiinvestment/LI11,
20,Generic Pharmas,split,11-04-2019,0.1,https://www.moneycontrol.com/india/stockpricequote/dyespigments/adirasayan/AR04,
21,Woodsvilla,split,04-04-2019,0.5,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/woodsvilla/CPC01,
22,Sai Baba Invest,split,28-03-2019,10.0,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/woodsvilla/SBI24,
23,ISGEC Heavy Eng,split,28-03-2019,0.1,https://www.moneycontrol.com/india/stockpricequote/sugar/saraswatiindustrialsyndicate/SIS06,
24,Nitin Castings,split,14-03-2019,0.5,https://www.moneycontrol.com/india/stockpricequote/castingsforgings/nitinalloysglobal/NAG,
25,Kedia Construct,split,14-03-2019,0.5,https://www.moneycontrol.com/india/stockpricequote/castingsforgings/nitinalloysglobal/KC14,
26,ISL Consulting,split,08-03-2019,0.5,https://www.moneycontrol.com/india/stockpricequote/financeinvestments/islconsulting/ISL03,
27,Jam Shri Ranjit,split,21-02-2019,100.0,https://www.moneycontrol.com/india/stockpricequote/textilescompositemills/jamshriranjitsinghjispinningweavingmills/JSR,
28,Music Broadcast,split,20-02-2019,0.2,https://www.moneycontrol.com/india/stockpricequote/textilescompositemills/jamshriranjitsinghjispinningweavingmills/MB05,
29,The Indian Wood,split,15-02-2019,0.2,https://www.moneycontrol.com/india/stockpricequote/textilescompositemills/jamshriranjitsinghjispinningweavingmills/IWP540954,
30,Sadhana Nitro,split,29-01-2019,0.5,https://www.moneycontrol.com/india/stockpricequote/dyespigments/sadhananitrochem/SN,
31,Comfort,split,24-01-2019,10.0,https://www.moneycontrol.com/india/stockpricequote/financegeneral/comfortinfotech/CI32,
32,Gujarat Gas,split,15-01-2019,0.2,https://www.moneycontrol.com/india/stockpricequote/oildrillingandexploration/gujaratgascompany/GGC,
33,Acrysil India,split,10-01-2019,0.2,https://www.moneycontrol.com/india/stockpricequote/plastics/acrysilindia/AI04,
0,Anukaran Commer,split,27-12-2012,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=ACE01,
1,Ujaas Energy,split,21-12-2012,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=S18,
2,Global Infra,split,13-12-2012,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=ACA,
3,Setubandhan Inf,split,13-12-2012,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=PC02,
4,Nouveau Global,split,10-12-2012,10.0,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=NF04,
5,Guj Narmada Fly,split,07-12-2012,0.5,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=GNF,
6,Sunbright Stock,split,07-12-2012,0.5,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=BSB,
7,Insta Finance,split,06-12-2012,0.5,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=SDF,
8,Ruby Mills,split,22-11-2012,0.5,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=RM04,
9,Nacl Industries,split,22-11-2012,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=NA04,
10,Shalimar Paints,split,22-11-2012,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=SP13,
11,Bombay Burmah,split,08-11-2012,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=BBT,
12,Rockon Fintech,split,02-11-2012,10.0,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=II08,
13,Sikozy Realtors,split,01-11-2012,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=GC06,
14,Unno Industries,split,01-11-2012,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=UI09,
15,SMS Techsoft,split,01-11-2012,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=AP19,
16,Kanani Ind,split,01-11-2012,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=KI26,
17,Baroda Extrusio,split,31-10-2012,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=BE01,
18,Bombay Dyeing,split,30-10-2012,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=BDM,
19,Orissa Minerals,split,29-10-2012,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=OMD,
20,Dhenu Buildcon,split,25-10-2012,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=HRC,
21,Goenka Diamond,split,25-10-2012,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=GDJ01,
22,Amrutanjan Heal,split,25-10-2012,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=AHC01,
23,DJS Stock,split,23-10-2012,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=DJS,
24,Zyden Gentec,split,26-09-2012,10.0,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=ZG01,
25,Amara Raja Batt,split,25-09-2012,0.5,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=ARB,
26,GSFC,split,20-09-2012,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=GSF,
27,KMF Builders,split,17-08-2012,0.5,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=KMF02,
28,VTM,split,16-08-2012,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=VTM,
29,Safal Herbs,split,09-08-2012,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=PH03,
30,Ajanta Pharma,split,09-08-2012,0.5,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=AP22,
31,Vandana,split,02-08-2012,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=TK,
32,Steelcast,split,25-07-2012,0.5,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=S06,
33,GRUH Finance,split,24-07-2012,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=GRU,
34,Zylog Systems,split,29-06-2012,0.5,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=ZS,
35,KCCL Plastic,split,18-06-2012,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=KCC,
36,Resurgere Mines,split,14-06-2012,10.0,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=RMM01,
37,Alpha Graphic,split,13-06-2012,0.5,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=AGI03,
38,AVT Natural,split,07-06-2012,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=AVT02,
39,Wagend Infra,split,06-06-2012,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=AH02,
40,Blazon Marbles,split,04-06-2012,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=SG10,
41,Gravita India,split,25-05-2012,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=GI09,
42,Indoco Remedies,split,17-05-2012,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=IR05,
43,Arvind Remedies,split,14-05-2012,10.0,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=AR06,
44,U. Y. Fincorp,split,03-05-2012,0.5,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=GS04,
45,IndiaNivesh,split,18-04-2012,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=SML02,
46,Vakrangee,split,12-04-2012,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=VS,
47,Anjani Synth,split,28-03-2012,10.0,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=AS06,
48,JRI Industries,split,21-03-2012,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=JRR,
49,Mahan Ind,split,09-03-2012,10.0,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=MI47,
50,Nandan Denim,split,07-03-2012,10.0,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=NE06,
51,Plastiblends,split,29-02-2012,0.5,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=PI13,
52,Esaar (India),split,21-02-2012,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=EIL02,
53,Radhe Developer,split,15-02-2012,10.0,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=RDI,
54,Camlin Fine,split,15-02-2012,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=CFC03,
55,Symphony,split,15-02-2012,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=SCS04,
56,Indian Infotech,split,02-02-2012,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=IL02,
57,Nimbus Ind,split,27-01-2012,0.5,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=NI07,
58,Anka Ind,split,13-01-2012,2.0,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=AI41,
0,HT Media,split,28-12-2006,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=HT,
1,KEI Industries,split,21-12-2006,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=KEI,
2,Lakshmi Energy,split,15-12-2006,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=LEF,
3,Lakshmi Machine,split,13-12-2006,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=LMW,
4,Future Ent,split,12-12-2006,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=PR03,
5,FEL,split,12-12-2006,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=FELDV57000,
6,Graphite India,split,11-12-2006,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=GI13,
7,Sanwaria Consum,split,08-12-2006,0.4,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=SAO,
8,Transport Corp,split,05-12-2006,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=TCI04,
9,Alicon Castallo,split,04-12-2006,0.5,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=EC06,
10,Jaipan Inds,split,24-11-2006,10.0,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=JI07,
11,Supreme Tex,split,17-11-2006,0.5,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=STM03,
12,Shreejal Info,split,14-11-2006,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=SIH01,
13,Mazda,split,13-11-2006,5.0,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=M14,
14,Indian Hotels,split,27-10-2006,0.1,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=IHC,
15,GMM Pfaudler,split,20-10-2006,0.2,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=GMM01,
16,Ontrack Systems,split,19-10-2006,10.0,https://www.moneycontrol.com/stocks/company_info/pricechart.php?sc_did=OS07,
