fundname,code,link,Do_Not_Use,fund_category
Kotak Equity Opportunities (G),MKM067,https://www.moneycontrol.com/mutual-funds/nav/kotak-equity-opportunities/MKM067,,Large & Mid Cap Fund
Quantum Equity FOF - D(G),MQU010,https://www.moneycontrol.com/mutual-funds/nav/quantum-equity-fof-d/MQU010,,Fund of Funds
Can Robeco Infrastructure-Direct(G),MCA214,https://www.moneycontrol.com/mutual-funds/nav/can-robeco-infrastructure-direct/MCA214,,Sectoral/Thematic
SBI Large & Midcap Fund (G),MSB003,https://www.moneycontrol.com/mutual-funds/nav/sbi-large-midcap-fund/MSB003,,Large & Mid Cap Fund
DHFL Pramerica Tax Plan-DP (G),MDE535,https://www.moneycontrol.com/mutual-funds/nav/dhfl-pramerica-tax-plan-dp/MDE535,,ELSS
HDFC Balanced Advantage Fund - D (G),MHD1146,https://www.moneycontrol.com/mutual-funds/nav/hdfc-balanced-advantage-fund-d/MHD1146,,Dynamic Asset Allocation or Balanced Advantage
IDFC Multi Cap Fund - D (G),MAG733,https://www.moneycontrol.com/mutual-funds/nav/idfc-multi-cap-fund-d/MAG733,,Multi Cap Fund
ICICI Pru Long Term Equity-Tax Svng-DP-G,MPI1126,https://www.moneycontrol.com/mutual-funds/nav/icici-pru-long-term-equity-tax-svng-dp-g/MPI1126,,ELSS
ICICI Prudential Multicap Fund (G),MPI028,https://www.moneycontrol.com/mutual-funds/nav/icici-prudential-multicap-fund/MPI028,,Multi Cap Fund
PP Long Term Equity Fund -RP (G),MPP001,https://www.moneycontrol.com/mutual-funds/nav/pp-long-term-equity-fund-rp/MPP001,,Multi Cap Fund
Principal Hybrid Equity Fund - D (G),MID280,https://www.moneycontrol.com/mutual-funds/nav/principal-hybrid-equity-fund-d/MID280,,Aggressive Hybrid Fund
Franklin (I) Opport. - Direct (G),MTE319,https://www.moneycontrol.com/mutual-funds/nav/franklin-i-opport-direct/MTE319,,Sectoral/Thematic
L&T Tax Advantage -Direct (G),MCC258,https://www.moneycontrol.com/mutual-funds/nav/l-t-tax-advantage-direct/MCC258,,ELSS
DSP Equity Opportunities - Reg (G),MDS011,https://www.moneycontrol.com/mutual-funds/nav/dsp-equity-opportunities-reg/MDS011,,Large & Mid Cap Fund
Sundaram Fin-Serv. Opp.-RP (G),MSN227,https://www.moneycontrol.com/mutual-funds/nav/sundaram-fin-serv-opp-rp/MSN227,,Sectoral/Thematic
CR Equity Hybrid Fund - DP - (G),MCA208,https://www.moneycontrol.com/mutual-funds/nav/cr-equity-hybrid-fund-dp-/MCA208,,Aggressive Hybrid Fund
Principal Dividend Yield-Direct (G),MID300,https://www.moneycontrol.com/mutual-funds/nav/principal-dividend-yield-direct/MID300,,Dividend Yield Fund
Franklin India Equity Fund (G),MKP003,https://www.moneycontrol.com/mutual-funds/nav/franklin-india-equity-fund/MKP003,,Multi Cap Fund
Baroda Bank & Financial Serv. (G),MBO078,https://www.moneycontrol.com/mutual-funds/nav/baroda-bank-financial-serv-/MBO078,,Sectoral/Thematic
DSP Equity Fund - Direct (G),MDS590,https://www.moneycontrol.com/mutual-funds/nav/dsp-equity-fund-direct/MDS590,,Multi Cap Fund
Axis Focused 25 Fund (G),MAA169,https://www.moneycontrol.com/mutual-funds/nav/axis-focused-25-fund/MAA169,,Focused Fund
Reliance Multi Cap - Direct (G),MRC914,https://www.moneycontrol.com/mutual-funds/nav/reliance-multi-cap-direct/MRC914,,Multi Cap Fund
SBI Blue Chip Fund - Direct (G),MSB532,https://www.moneycontrol.com/mutual-funds/nav/sbi-blue-chip-fund-direct/MSB532,,Large Cap Fund
DSP India TIGER Fund - Direct (G),MDS586,https://www.moneycontrol.com/mutual-funds/nav/dsp-india-tiger-fund-direct/MDS586,,Sectoral/Thematic
IDBI Nifty Junior Index Fund (G),MIB007,https://www.moneycontrol.com/mutual-funds/nav/idbi-nifty-junior-index-fund/MIB007,,Index Funds/ETFs
Reliance Value Fund (G),MRC098,https://www.moneycontrol.com/mutual-funds/nav/reliance-value-fund/MRC098,,Value Fund
SBI Magnum Childrens Benefit Fund - D,MSB515,https://www.moneycontrol.com/mutual-funds/nav/sbi-magnum-childrens-benefit-fund-d/MSB515,,Childrens Fund
Sundaram Infrastructure Adv -DP (G),MSN555,https://www.moneycontrol.com/mutual-funds/nav/sundaram-infrastructure-adv-dp/MSN555,,Sectoral/Thematic
ICICI Pru Child Care Fund (Gift Plan) D,MPI1180,https://www.moneycontrol.com/mutual-funds/nav/icici-pru-child-care-fund-gift-plan-d/MPI1180,,Childrens Fund
Invesco Growth Opportunities Fund (G),MLI099,https://www.moneycontrol.com/mutual-funds/nav/invesco-growth-opportunities-fund/MLI099,,Large & Mid Cap Fund
SBI Equity Hybrid Fund - D (G),MSB516,https://www.moneycontrol.com/mutual-funds/nav/sbi-equity-hybrid-fund-d/MSB516,,Aggressive Hybrid Fund
Tata Large & Mid Cap Fund - D (G),MTA730,https://www.moneycontrol.com/mutual-funds/nav/tata-large-mid-cap-fund-d/MTA730,,Large & Mid Cap Fund
IDFC Tax Advantage (ELSS)-RP (G),MAG303,https://www.moneycontrol.com/mutual-funds/nav/idfc-tax-advantage-elss-rp/MAG303,,ELSS
Franklin India Equity Advantage - D (G),MTE327,https://www.moneycontrol.com/mutual-funds/nav/franklin-india-equity-advantage-d/MTE327,,Large & Mid Cap Fund
L&T Long Term Adv. Fund - I (G),MCC117,https://www.moneycontrol.com/mutual-funds/nav/l-t-long-term-adv-fund-i/MCC117,,ELSS
HDFC Childrens Gift - Direct (Inv),MHD1175,https://www.moneycontrol.com/mutual-funds/nav/hdfc-childrens-gift-direct-inv-/MHD1175,,Childrens Fund
Franklin India Tax Shield (G),MKP007,https://www.moneycontrol.com/mutual-funds/nav/franklin-india-tax-shield/MKP007,,ELSS
HDFC Hybrid Equity Fund (G),MHD048,https://www.moneycontrol.com/mutual-funds/nav/hdfc-hybrid-equity-fund/MHD048,,Aggressive Hybrid Fund
Reliance Equity Hybrid - Direct (G),MRC1011,https://www.moneycontrol.com/mutual-funds/nav/reliance-equity-hybrid-direct/MRC1011,,Aggressive Hybrid Fund
Axis Bluechip Fund - D (G),MAA181,https://www.moneycontrol.com/mutual-funds/nav/axis-bluechip-fund-d/MAA181,,Large Cap Fund
Kotak India EQ Contra Fund - D (G),MKM530,https://www.moneycontrol.com/mutual-funds/nav/kotak-india-eq-contra-fund-d/MKM530,,Contra Fund
L&T India Hybrid Equity Fund - D (G),MCC266,https://www.moneycontrol.com/mutual-funds/nav/l-t-india-hybrid-equity-fund-d/MCC266,,Aggressive Hybrid Fund
HDFC Equity Fund (G),MZU001,https://www.moneycontrol.com/mutual-funds/nav/hdfc-equity-fund/MZU001,,Multi Cap Fund
HDFC Long Term Advantage (G),MHD009,https://www.moneycontrol.com/mutual-funds/nav/hdfc-long-term-advantage/MHD009,,ELSS
ABSL Equity Hybrid '95 Fund - D (G),MBS849,https://www.moneycontrol.com/mutual-funds/nav/absl-equity-hybrid-95-fund-d/MBS849,,Aggressive Hybrid Fund
Sahara Infrastructure-FPO (G),MFI021,https://www.moneycontrol.com/mutual-funds/nav/sahara-infrastructure-fpo/MFI021,,Sectoral/Thematic
Edelweiss Large & Mid Cap - D (G),MJP103,https://www.moneycontrol.com/mutual-funds/nav/edelweiss-large-mid-cap-d/MJP103,,Large & Mid Cap Fund
Invesco India PSU Equity-DP (G),MLI552,https://www.moneycontrol.com/mutual-funds/nav/invesco-india-psu-equity-dp/MLI552,,Sectoral/Thematic
DSP Equity & Bond Fund - Direct (G),MDS608,https://www.moneycontrol.com/mutual-funds/nav/dsp-equity-bond-fund-direct/MDS608,,Aggressive Hybrid Fund
Tata Infrastructure - Direct (G),MTA767,https://www.moneycontrol.com/mutual-funds/nav/tata-infrastructure-direct/MTA767,,Sectoral/Thematic
Principal Dividend Yield (G),MID072,https://www.moneycontrol.com/mutual-funds/nav/principal-dividend-yield/MID072,,Dividend Yield Fund
Taurus Tax Shield - Direct (G),MCM151,https://www.moneycontrol.com/mutual-funds/nav/taurus-tax-shield-direct/MCM151,,ELSS
ABSL Infrastructure -Direct (G),MBS821,https://www.moneycontrol.com/mutual-funds/nav/absl-infrastructure-direct/MBS821,,Sectoral/Thematic
Taurus Banking&Financial Serv. (G),MCM120,https://www.moneycontrol.com/mutual-funds/nav/taurus-banking-financial-serv-/MCM120,,Sectoral/Thematic
Invesco India Largecap - D (G),MLI568,https://www.moneycontrol.com/mutual-funds/nav/invesco-india-largecap-d/MLI568,,Large Cap Fund
ABSL Frontline Eqty-Direct (G),MBS813,https://www.moneycontrol.com/mutual-funds/nav/absl-frontline-eqty-direct/MBS813,,Large Cap Fund
HSBC Tax Saver Equity -Direct (G),MHS319,https://www.moneycontrol.com/mutual-funds/nav/hsbc-tax-saver-equity-direct/MHS319,,ELSS
ICICI Pru FMCG Fund - D (G),MPI1120,https://www.moneycontrol.com/mutual-funds/nav/icici-pru-fmcg-fund-d/MPI1120,,Sectoral/Thematic
Motilal Oswal Focused 25 - D (G),MMO011,https://www.moneycontrol.com/mutual-funds/nav/motilal-oswal-focused-25-d/MMO011,,Focused Fund
SBI Consumption Opportunities (G),MSB492,https://www.moneycontrol.com/mutual-funds/nav/sbi-consumption-opportunities/MSB492,,
IDFC Multi Cap Fund (G),MAG094,https://www.moneycontrol.com/mutual-funds/nav/idfc-multi-cap-fund/MAG094,,Multi Cap Fund
HSBC Multi Cap Eq. - Direct (G),MHS333,https://www.moneycontrol.com/mutual-funds/nav/hsbc-multi-cap-eq-direct/MHS333,,Multi Cap Fund
Franklin India Oppor. (G),MKP028,https://www.moneycontrol.com/mutual-funds/nav/franklin-india-oppor-/MKP028,,Sectoral/Thematic
L&T Tax Advantage (G),MFF003,https://www.moneycontrol.com/mutual-funds/nav/l-t-tax-advantage/MFF003,,ELSS
DSP India TIGER Fund - Regular (G),MDS039,https://www.moneycontrol.com/mutual-funds/nav/dsp-india-tiger-fund-regular/MDS039,,Sectoral/Thematic
Franklin India Equity Hybrid - D (G),MTE307,https://www.moneycontrol.com/mutual-funds/nav/franklin-india-equity-hybrid-d/MTE307,,Aggressive Hybrid Fund
ICICI Pru Bluechip Fund - D (G),MPI1134,https://www.moneycontrol.com/mutual-funds/nav/icici-pru-bluechip-fund-d/MPI1134,,Large Cap Fund
ICICI Pru Bluechip Fund - IO,MPI394,https://www.moneycontrol.com/mutual-funds/nav/icici-pru-bluechip-fund-io/MPI394,,Large Cap Fund
Can Robeco Infrastructure (G),MCA040,https://www.moneycontrol.com/mutual-funds/nav/can-robeco-infrastructure/MCA040,,Sectoral/Thematic
HDFC Top 100 Fund - D (G),MHD1169,https://www.moneycontrol.com/mutual-funds/nav/hdfc-top-100-fund-d/MHD1169,,Large Cap Fund
LIC Tax Plan - Direct (G),MJB147,https://www.moneycontrol.com/mutual-funds/nav/lic-tax-plan-direct/MJB147,,ELSS
DSP Equity Fund - Regular (G),MDS078,https://www.moneycontrol.com/mutual-funds/nav/dsp-equity-fund-regular/MDS078,,Multi Cap Fund
ABSL Focused Equity Fund - D (G),MBS837,https://www.moneycontrol.com/mutual-funds/nav/absl-focused-equity-fund-d/MBS837,,Focused Fund
BNP Paribas Large Cap Fund - D (G),MAB720,https://www.moneycontrol.com/mutual-funds/nav/bnp-paribas-large-cap-fund-d/MAB720,,Large Cap Fund
BNP Paribas Long Term Equity-DP (G),MAB724,https://www.moneycontrol.com/mutual-funds/nav/bnp-paribas-long-term-equity-dp/MAB724,,ELSS
Motilal MOSt Oswal NASDAQ 100 ETF,MMO003,https://www.moneycontrol.com/mutual-funds/nav/motilal-most-oswal-nasdaq-100-etf/MMO003,,Index Funds/ETFs
Sundaram Infrastructure Adv -RP (G),MSN083,https://www.moneycontrol.com/mutual-funds/nav/sundaram-infrastructure-adv-rp/MSN083,,Sectoral/Thematic
UTI CCF - Investment Plan - D (G),MUT670,https://www.moneycontrol.com/mutual-funds/nav/uti-ccf-investment-plan-d/MUT670,,Childrens Fund
Quant Absolute Fund - Direct (G),MES065,https://www.moneycontrol.com/mutual-funds/nav/quant-absolute-fund-direct/MES065,,Aggressive Hybrid Fund
HDFC Balanced Advantage Fund (G),MHD001,https://www.moneycontrol.com/mutual-funds/nav/hdfc-balanced-advantage-fund/MHD001,,Dynamic Asset Allocation or Balanced Advantage
UTI Equity Fund - Direct (G),MUT651,https://www.moneycontrol.com/mutual-funds/nav/uti-equity-fund-direct/MUT651,,Multi Cap Fund
CR Equity Tax Saver Fund - D (G),MCA200,https://www.moneycontrol.com/mutual-funds/nav/cr-equity-tax-saver-fund-d/MCA200,,ELSS
L&T Large and Midcap Fund - D (G),MCC291,https://www.moneycontrol.com/mutual-funds/nav/l-t-large-and-midcap-fund-d/MCC291,,Large & Mid Cap Fund
Reliance Multi Cap - RP (G),MRC089,https://www.moneycontrol.com/mutual-funds/nav/reliance-multi-cap-rp/MRC089,,Multi Cap Fund
Principal Hybrid Equity Fund (G),MSF006,https://www.moneycontrol.com/mutual-funds/nav/principal-hybrid-equity-fund/MSF006,,Aggressive Hybrid Fund
CR Equity Hybrid Fund - RP - (G),MCA051,https://www.moneycontrol.com/mutual-funds/nav/cr-equity-hybrid-fund-rp-/MCA051,,Aggressive Hybrid Fund
ICICI Pru Long Term Equity (Tax Svng)-G,MPI007,https://www.moneycontrol.com/mutual-funds/nav/icici-pru-long-term-equity-tax-svng-g/MPI007,,ELSS
Tata Infrastructure Fund - Regular (G),MTA131,https://www.moneycontrol.com/mutual-funds/nav/tata-infrastructure-fund-regular/MTA131,,Sectoral/Thematic
ICICI Prudential Equity & Debt (G),MPI011,https://www.moneycontrol.com/mutual-funds/nav/icici-prudential-equity-debt/MPI011,,Aggressive Hybrid Fund
Franklin India Equity Advantage (G),MTE078,https://www.moneycontrol.com/mutual-funds/nav/franklin-india-equity-advantage/MTE078,,Large & Mid Cap Fund
Quant Absolute Fund (G),MES006,https://www.moneycontrol.com/mutual-funds/nav/quant-absolute-fund/MES006,,Aggressive Hybrid Fund
Templeton India Value Fund - D (G),MTE295,https://www.moneycontrol.com/mutual-funds/nav/templeton-india-value-fund-d/MTE295,,Value Fund
ICICI Pru Child Care Fund (Gift Plan),MPI026,https://www.moneycontrol.com/mutual-funds/nav/icici-pru-child-care-fund-gift-plan-/MPI026,,Childrens Fund
Sahara Star Value Fund (G),MFI061,https://www.moneycontrol.com/mutual-funds/nav/sahara-star-value-fund/MFI061,,Small & Mid Cap Equity
BOI AXA M & I Fund - Direct (G),MBA068,https://www.moneycontrol.com/mutual-funds/nav/boi-axa-m-i-fund-direct/MBA068,,Sectoral/Thematic
DSP Focus Fund - Direct (G),MDS588,https://www.moneycontrol.com/mutual-funds/nav/dsp-focus-fund-direct/MDS588,,
SBI Magnum Childrens Benefit Fund,MSB026,https://www.moneycontrol.com/mutual-funds/nav/sbi-magnum-childrens-benefit-fund/MSB026,,Retirement Fund
BNP Paribas Multi Cap Fund (G),MAB024,https://www.moneycontrol.com/mutual-funds/nav/bnp-paribas-multi-cap-fund/MAB024,,Multi Cap Fund
SBI Magnum Equity ESG Fund - D (G),MSB511,https://www.moneycontrol.com/mutual-funds/nav/sbi-magnum-equity-esg-fund-d/MSB511,,Sectoral/Thematic
SBI Infrastructure Fund - D (G),MSB520,https://www.moneycontrol.com/mutual-funds/nav/sbi-infrastructure-fund-d/MSB520,,Sectoral/Thematic
SBI Blue Chip Fund (G),MSB079,https://www.moneycontrol.com/mutual-funds/nav/sbi-blue-chip-fund/MSB079,,Large Cap Fund
IDFC Infrastructure - Direct (G),MAG731,https://www.moneycontrol.com/mutual-funds/nav/idfc-infrastructure-direct/MAG731,,Sectoral/Thematic
L&T Equity Fund -Direct (G),MCC309,https://www.moneycontrol.com/mutual-funds/nav/l-t-equity-fund-direct/MCC309,,Multi Cap Fund
HDFC Childrens Gift (Inv),MHD011,https://www.moneycontrol.com/mutual-funds/nav/hdfc-childrens-gift-inv-/MHD011,,Childrens Fund
Sundaram Diversified Equity -Direct (G),MSN564,https://www.moneycontrol.com/mutual-funds/nav/sundaram-diversified-equity-direct/MSN564,,ELSS
HDFC Focused 30 - D (G),MHD1150,https://www.moneycontrol.com/mutual-funds/nav/hdfc-focused-30-d/MHD1150,,Focused Fund
HDFC Tax Saver - Direct (G),MHD1167,https://www.moneycontrol.com/mutual-funds/nav/hdfc-tax-saver-direct/MHD1167,,ELSS
DHFL Pramerica Tax Plan (G),MDE043,https://www.moneycontrol.com/mutual-funds/nav/dhfl-pramerica-tax-plan/MDE043,,ELSS
SBI Equity Hybrid Fund (G),MSB063,https://www.moneycontrol.com/mutual-funds/nav/sbi-equity-hybrid-fund/MSB063,,Aggressive Hybrid Fund
UTI Equity Fund (G),MUT009,https://www.moneycontrol.com/mutual-funds/nav/uti-equity-fund/MUT009,,Multi Cap Fund
HSBC Tax Saver Equity Fund (G),MHS069,https://www.moneycontrol.com/mutual-funds/nav/hsbc-tax-saver-equity-fund/MHS069,,ELSS
Taurus Tax Shield (G),MCM014,https://www.moneycontrol.com/mutual-funds/nav/taurus-tax-shield/MCM014,,ELSS
ICICI Pru FMCG Fund (G),MPI004,https://www.moneycontrol.com/mutual-funds/nav/icici-pru-fmcg-fund/MPI004,,Sectoral/Thematic
Kotak Bluechip Fund - D (G),MKM514,https://www.moneycontrol.com/mutual-funds/nav/kotak-bluechip-fund-d/MKM514,,Large Cap Fund
Baroda Pioneer Large Cap - Direct (G),MBO092,https://www.moneycontrol.com/mutual-funds/nav/baroda-pioneer-large-cap-direct/MBO092,,Large Cap Fund
Sahara Power & Natural -Direct (G),MFI073,https://www.moneycontrol.com/mutual-funds/nav/sahara-power-natural-direct/MFI073,,Sectoral/Thematic
HSBC Multi Cap Eq. (G),MHS025,https://www.moneycontrol.com/mutual-funds/nav/hsbc-multi-cap-eq-/MHS025,,Multi Cap Fund
ABSL Infrastructure (G),MBS094,https://www.moneycontrol.com/mutual-funds/nav/absl-infrastructure/MBS094,,Sectoral/Thematic
Tata Hybrid Equity Fund - D (G),MTA718,https://www.moneycontrol.com/mutual-funds/nav/tata-hybrid-equity-fund-d/MTA718,,Aggressive Hybrid Fund
HDFC Top 100 Fund (G),MZU009,https://www.moneycontrol.com/mutual-funds/nav/hdfc-top-100-fund/MZU009,,Large Cap Fund
DSP Equity & Bond Fund - Regular (G),MDS005,https://www.moneycontrol.com/mutual-funds/nav/dsp-equity-bond-fund-regular/MDS005,,Aggressive Hybrid Fund
