fundname,code,link,Do_Not_Use,fund_category
ABSL Focused Equity Fund (G),MBS089,https://www.moneycontrol.com/mutual-funds/nav/absl-focused-equity-fund/MBS089,,Focused Fund
UTI Infrastructure Fund -Direct (G),MUT647,https://www.moneycontrol.com/mutual-funds/nav/uti-infrastructure-fund-direct/MUT647,,Sectoral/Thematic
UTI Mastershare Unit Scheme - Direct (G),MUT639,https://www.moneycontrol.com/mutual-funds/nav/uti-mastershare-unit-scheme-direct/MUT639,,Large Cap Fund
Edelweiss LT Equity Fund - Direct (G),MEW088,https://www.moneycontrol.com/mutual-funds/nav/edelweiss-lt-equity-fund-direct/MEW088,,ELSS
ICICI Pru Multi-Asset Fund - D(G),MPI1118,https://www.moneycontrol.com/mutual-funds/nav/icici-pru-multi-asset-fund-d/MPI1118,,Multi Asset Allocation
Kotak India EQ Contra Fund (G),MKM077,https://www.moneycontrol.com/mutual-funds/nav/kotak-india-eq-contra-fund/MKM077,,Contra Fund
ICICI Pru Multi-Asset Fund - IP (G),MPI891,https://www.moneycontrol.com/mutual-funds/nav/icici-pru-multi-asset-fund-ip/MPI891,,Multi Asset Allocation
HDFC Tax Saver (G),MZU017,https://www.moneycontrol.com/mutual-funds/nav/hdfc-tax-saver/MZU017,,ELSS
Reliance Balanced Advantage - Direct (G),MRC1002,https://www.moneycontrol.com/mutual-funds/nav/reliance-balanced-advantage-direct/MRC1002,,Dynamic Asset Allocation or Balanced Advantage
L&T Equity Fund (G),MFF001,https://www.moneycontrol.com/mutual-funds/nav/l-t-equity-fund/MFF001,,Multi Cap Fund
Indiabulls Blue Chip Fund - Dir (G),MIM031,https://www.moneycontrol.com/mutual-funds/nav/indiabulls-blue-chip-fund-dir/MIM031,,Large Cap Fund
Franklin India Equity Hybrid (G),MKP027,https://www.moneycontrol.com/mutual-funds/nav/franklin-india-equity-hybrid/MKP027,,Aggressive Hybrid Fund
SBI Magnum Equity ESG Fund (G),MSB085,https://www.moneycontrol.com/mutual-funds/nav/sbi-magnum-equity-esg-fund/MSB085,,Sectoral/Thematic
BNP Paribas Large Cap Fund (G),MAB001,https://www.moneycontrol.com/mutual-funds/nav/bnp-paribas-large-cap-fund/MAB001,,Large Cap Fund
Quant Infrastructure -Direct (G),MES051,https://www.moneycontrol.com/mutual-funds/nav/quant-infrastructure-direct/MES051,,Sectoral/Thematic
Motilal Oswal Focused 25 - (G),MMO009,https://www.moneycontrol.com/mutual-funds/nav/motilal-oswal-focused-25-/MMO009,,Focused Fund
Taurus Ethical Fund - Direct (G),MCM134,https://www.moneycontrol.com/mutual-funds/nav/taurus-ethical-fund-direct/MCM134,,Sectoral/Thematic
Baroda Pioneer Large Cap (G),MBO046,https://www.moneycontrol.com/mutual-funds/nav/baroda-pioneer-large-cap/MBO046,,Large Cap Fund
Kotak Asset Allocator Fund (G),MKM063,https://www.moneycontrol.com/mutual-funds/nav/kotak-asset-allocator-fund/MKM063,,Fund of Funds
L&T Dynamic Equity Fund -Direct (G),MCC311,https://www.moneycontrol.com/mutual-funds/nav/l-t-dynamic-equity-fund-direct/MCC311,,Dynamic Asset Allocation or Balanced Advantage
Invesco India PSU Equity (G),MLI345,https://www.moneycontrol.com/mutual-funds/nav/invesco-india-psu-equity/MLI345,,Sectoral/Thematic
Templeton (I) Equity Income - Dir (G),MTE297,https://www.moneycontrol.com/mutual-funds/nav/templeton-i-equity-income-dir/MTE297,,Dividend Yield Fund
ICICI Pru Infrastructure Fund - D (G),MPI1148,https://www.moneycontrol.com/mutual-funds/nav/icici-pru-infrastructure-fund-d/MPI1148,,Sectoral/Thematic
UTI LTEF (Tax Saving) - Direct (G),MUT619,https://www.moneycontrol.com/mutual-funds/nav/uti-ltef-tax-saving-direct/MUT619,,ELSS
SBI Magnum Comma Fund - Direct (G),MSB513,https://www.moneycontrol.com/mutual-funds/nav/sbi-magnum-comma-fund-direct/MSB513,,Sectoral/Thematic
Principal Focused Multicap Fund (G),MID094,https://www.moneycontrol.com/mutual-funds/nav/principal-focused-multicap-fund/MID094,,Focused Fund
ABSL FP FOF-Aggressive -Dir (G),MIN383,https://www.moneycontrol.com/mutual-funds/nav/absl-fp-fof-aggressive-dir/MIN383,,Fund of Funds
HDFC Focused 30 Fund (G),MHD044,https://www.moneycontrol.com/mutual-funds/nav/hdfc-focused-30-fund/MHD044,,Focused Fund
Quant Infrastructure (G),MES025,https://www.moneycontrol.com/mutual-funds/nav/quant-infrastructure/MES025,,Sectoral/Thematic
Reliance Power & Infra (G),MRC055,https://www.moneycontrol.com/mutual-funds/nav/reliance-power-infra/MRC055,,Sectoral/Thematic
JM Large Cap Fund - D (G),MJM322,https://www.moneycontrol.com/mutual-funds/nav/jm-large-cap-fund-d/MJM322,,Large Cap Fund
Tata Hybrid Equity Fund (G),MTA001,https://www.moneycontrol.com/mutual-funds/nav/tata-hybrid-equity-fund/MTA001,,Aggressive Hybrid Fund
UTI Infrastructure Fund (G),MUT065,https://www.moneycontrol.com/mutual-funds/nav/uti-infrastructure-fund/MUT065,,Sectoral/Thematic
CR Equity Diversified Fund (G),MCA022,https://www.moneycontrol.com/mutual-funds/nav/cr-equity-diversified-fund/MCA022,,Multi Cap Fund
Edelweiss Large Cap - A (G),MEW041,https://www.moneycontrol.com/mutual-funds/nav/edelweiss-large-cap-a/MEW041,,Large Cap Fund
Edelweiss Large Cap - B (G),MEW043,https://www.moneycontrol.com/mutual-funds/nav/edelweiss-large-cap-b/MEW043,,Large Cap Fund
Edelweiss Large Cap - C (G),MEW045,https://www.moneycontrol.com/mutual-funds/nav/edelweiss-large-cap-c/MEW045,,Large Cap Fund
Invesco India Largecap (G),MLI339,https://www.moneycontrol.com/mutual-funds/nav/invesco-india-largecap/MLI339,,Large Cap Fund
ICICI Pru Balanced Adv - Direct (G),MPI1142,https://www.moneycontrol.com/mutual-funds/nav/icici-pru-balanced-adv-direct/MPI1142,,Dynamic Asset Allocation or Balanced Advantage
BOI AXA Tax Advtg -Eco (G),MBA045,https://www.moneycontrol.com/mutual-funds/nav/boi-axa-tax-advtg-eco/MBA045,,ELSS
BOI AXA M & I Fund (G),MBA057,https://www.moneycontrol.com/mutual-funds/nav/boi-axa-m-i-fund/MBA057,,Sectoral/Thematic
ICICI Pru Exports & Services (D),MPI110,https://www.moneycontrol.com/mutual-funds/nav/icici-pru-exports-services/MPI110,,Sectoral/Thematic
SBI Magnum Tax Gain (G),MSB093,https://www.moneycontrol.com/mutual-funds/nav/sbi-magnum-tax-gain/MSB093,,ELSS
UTI Mastershare Unit Scheme (G),MUT051,https://www.moneycontrol.com/mutual-funds/nav/uti-mastershare-unit-scheme/MUT051,,Large Cap Fund
ABSL Digital India Fund - D (G),MBS843,https://www.moneycontrol.com/mutual-funds/nav/absl-digital-india-fund-d/MBS843,,Sectoral/Thematic
ICICI Pru Large & Mid Cap Fund - D (G),MPI1130,https://www.moneycontrol.com/mutual-funds/nav/icici-pru-large-mid-cap-fund-d/MPI1130,,Large & Mid Cap Fund
Kotak Bluechip Fund (G),MKM003,https://www.moneycontrol.com/mutual-funds/nav/kotak-bluechip-fund/MKM003,,Large Cap Fund
L&T India Large Cap - Direct (G),MCC293,https://www.moneycontrol.com/mutual-funds/nav/l-t-india-large-cap-direct/MCC293,,Large Cap Fund
Sundaram Select Focus -Direct (G),MSN570,https://www.moneycontrol.com/mutual-funds/nav/sundaram-select-focus-direct/MSN570,,Focused Fund
UTI Dividend Yield Fund -Direct (G),MUT653,https://www.moneycontrol.com/mutual-funds/nav/uti-dividend-yield-fund-direct/MUT653,,Dividend Yield Fund
Reliance Balanced Advantage Fund (G),MRC078,https://www.moneycontrol.com/mutual-funds/nav/reliance-balanced-advantage-fund/MRC078,,Dynamic Asset Allocation or Balanced Advantage
Franklin (I) LS FOF20s Plan -DP (G),MTE357,https://www.moneycontrol.com/mutual-funds/nav/franklin-i-ls-fof20s-plan-dp/MTE357,,Fund of Funds
IDBI India Top 100 Eqty -Direct (G),MIB092,https://www.moneycontrol.com/mutual-funds/nav/idbi-india-top-100-eqty-direct/MIB092,,Large Cap Fund
Invesco India Dynamic Equity - DP (G),MLI564,https://www.moneycontrol.com/mutual-funds/nav/invesco-india-dynamic-equity-dp/MLI564,,Dynamic Asset Allocation or Balanced Advantage
ICICI Pru Technology Fund - D (G),MPI1128,https://www.moneycontrol.com/mutual-funds/nav/icici-pru-technology-fund-d/MPI1128,,Sectoral/Thematic
Essel Large Cap Equity - D (G),MPM040,https://www.moneycontrol.com/mutual-funds/nav/essel-large-cap-equity-d/MPM040,,Large Cap Fund
Franklin (I) Bluechip - Direct (G),MTE329,https://www.moneycontrol.com/mutual-funds/nav/franklin-i-bluechip-direct/MTE329,,Large Cap Fund
Sundaram Select Focus - IP (G),MSN243,https://www.moneycontrol.com/mutual-funds/nav/sundaram-select-focus-ip/MSN243,,Focused Fund
Edelweiss Tax Advantage (G),MJP031,https://www.moneycontrol.com/mutual-funds/nav/edelweiss-tax-advantage/MJP031,,ELSS
ABSL AA Multi-Mgr FoF (G),MIO005,https://www.moneycontrol.com/mutual-funds/nav/absl-aa-multi-mgr-fof/MIO005,,Fund of Funds
IDFC Infrastructure - Plan A (G),MAG446,https://www.moneycontrol.com/mutual-funds/nav/idfc-infrastructure-plan-a/MAG446,,Sectoral/Thematic
Tata Large Cap Fund - Direct (G),MTA788,https://www.moneycontrol.com/mutual-funds/nav/tata-large-cap-fund-direct/MTA788,,Large Cap Fund
Baroda Pioneer Growth -Direct (G),MBO088,https://www.moneycontrol.com/mutual-funds/nav/baroda-pioneer-growth-direct/MBO088,,Multi Cap Fund
Edelweiss LT Equity Fund (G),MEW039,https://www.moneycontrol.com/mutual-funds/nav/edelweiss-lt-equity-fund/MEW039,,ELSS
Reliance Vision Fund - RP (G),MRC001,https://www.moneycontrol.com/mutual-funds/nav/reliance-vision-fund-rp/MRC001,,Large & Mid Cap Fund
Templeton (I) Equity Income (G),MTE092,https://www.moneycontrol.com/mutual-funds/nav/templeton-i-equity-income/MTE092,,Dividend Yield Fund
DHFL Pramerica Large Cap Fund-WP (G),MDE260,https://www.moneycontrol.com/mutual-funds/nav/dhfl-pramerica-large-cap-fund-wp/MDE260,,Large Cap Fund
Reliance Pharma Fund - Direct (G),MRC1005,https://www.moneycontrol.com/mutual-funds/nav/reliance-pharma-fund-direct/MRC1005,,Sectoral/Thematic
ICICI Pru Multi-Asset Fund (G),MPI038,https://www.moneycontrol.com/mutual-funds/nav/icici-pru-multi-asset-fund/MPI038,,Multi Asset Allocation
Taurus Ethical Fund (G),MCM049,https://www.moneycontrol.com/mutual-funds/nav/taurus-ethical-fund/MCM049,,Sectoral/Thematic
CR Bluechip Equity Fund (G),MCA174,https://www.moneycontrol.com/mutual-funds/nav/cr-bluechip-equity-fund/MCA174,,Large Cap Fund
ICICI Prudential Nifty 100 ETF,MPI1512,https://www.moneycontrol.com/mutual-funds/nav/icici-prudential-nifty-100-etf/MPI1512,,Index Funds/ETFs
DHFL Pramerica Large Cap Fund-RP (G),MDE001,https://www.moneycontrol.com/mutual-funds/nav/dhfl-pramerica-large-cap-fund-rp/MDE001,,Large Cap Fund
UTI Core Equity Fund - D (G),MUT633,https://www.moneycontrol.com/mutual-funds/nav/uti-core-equity-fund-d/MUT633,,Large & Mid Cap Fund
ICICI Pru Infrastructure Fund (G),MPI108,https://www.moneycontrol.com/mutual-funds/nav/icici-pru-infrastructure-fund/MPI108,,Sectoral/Thematic
SBI Magnum Comma Fund (G),MSB069,https://www.moneycontrol.com/mutual-funds/nav/sbi-magnum-comma-fund/MSB069,,Sectoral/Thematic
Sahara Wealth Plus -VPO -Direct (G),MFI089,https://www.moneycontrol.com/mutual-funds/nav/sahara-wealth-plus-vpo-direct/MFI089,,Multi Cap Fund
Tata Ethical Fund - Direct (G),MTA735,https://www.moneycontrol.com/mutual-funds/nav/tata-ethical-fund-direct/MTA735,,Sectoral/Thematic
Edelweiss Multi-Asset Allocation - D (G),MEW086,https://www.moneycontrol.com/mutual-funds/nav/edelweiss-multi-asset-allocation-d/MEW086,,Multi Asset Allocation
ABSL FP FOF - Aggressive (G),MIO051,https://www.moneycontrol.com/mutual-funds/nav/absl-fp-fof-aggressive/MIO051,,Fund of Funds
Sahara Power&Natural Res. (G),MFI051,https://www.moneycontrol.com/mutual-funds/nav/sahara-power-natural-res-/MFI051,,Sectoral/Thematic
IDFC Core Equity Fund (G),MAG091,https://www.moneycontrol.com/mutual-funds/nav/idfc-core-equity-fund/MAG091,,Large & Mid Cap Fund
Franklin (I) LS FOF - 20s Plan (G),MTE027,https://www.moneycontrol.com/mutual-funds/nav/franklin-i-ls-fof-20s-plan/MTE027,,Fund of Funds
UTI LTEF (Tax Saving) (G),MUT025,https://www.moneycontrol.com/mutual-funds/nav/uti-ltef-tax-saving-/MUT025,,ELSS
HSBC Large Cap Equity Fund - Direct (G),MHS353,https://www.moneycontrol.com/mutual-funds/nav/hsbc-large-cap-equity-fund-direct/MHS353,,Large Cap Fund
ABSL BAF - Direct (G),MIN389,https://www.moneycontrol.com/mutual-funds/nav/absl-baf-direct/MIN389,,Dynamic Asset Allocation or Balanced Advantage
IDFC Focused Equity - Direct (G),MAG727,https://www.moneycontrol.com/mutual-funds/nav/idfc-focused-equity-direct/MAG727,,Focused Fund
SBI Contra Fund - Direct (G),MSB530,https://www.moneycontrol.com/mutual-funds/nav/sbi-contra-fund-direct/MSB530,,Contra Fund
BOI AXA Tax Advtg -RP (G),MBA043,https://www.moneycontrol.com/mutual-funds/nav/boi-axa-tax-advtg-rp/MBA043,,ELSS
L&T Dynamic Equity Fund (G),MFF105,https://www.moneycontrol.com/mutual-funds/nav/l-t-dynamic-equity-fund/MFF105,,Dynamic Asset Allocation or Balanced Advantage
UTI Dividend Yield Fund (G),MUT070,https://www.moneycontrol.com/mutual-funds/nav/uti-dividend-yield-fund/MUT070,,Dividend Yield Fund
Reliance ETF Nifty 100,MRC1048,https://www.moneycontrol.com/mutual-funds/nav/reliance-etf-nifty-100/MRC1048,,Index Funds/ETFs
ICICI Pru Advisor Series - CF - D (G),MPI1169,https://www.moneycontrol.com/mutual-funds/nav/icici-pru-advisor-series-cf-d/MPI1169,,Fund of Funds
ICICI Pru Focused Equity Fund - D (G),MPI1124,https://www.moneycontrol.com/mutual-funds/nav/icici-pru-focused-equity-fund-d/MPI1124,,Focused Fund
LIC MF Large Cap Fund - D (G),MJB161,https://www.moneycontrol.com/mutual-funds/nav/lic-mf-large-cap-fund-d/MJB161,,Large Cap Fund
Tata Infra Tax Saving Fund (G),MTA470,https://www.moneycontrol.com/mutual-funds/nav/tata-infra-tax-saving-fund/MTA470,,ELSS
L&T India Large Cap Fund (G),MFF027,https://www.moneycontrol.com/mutual-funds/nav/l-t-india-large-cap-fund/MFF027,,Large Cap Fund
ABSL Digital India Fund (G),MAC025,https://www.moneycontrol.com/mutual-funds/nav/absl-digital-india-fund/MAC025,,Sectoral/Thematic
UTI Core Equity Fund (G),MUT010,https://www.moneycontrol.com/mutual-funds/nav/uti-core-equity-fund/MUT010,,Large & Mid Cap Fund
ABSL Nifty ETF,MBS589,https://www.moneycontrol.com/mutual-funds/nav/absl-nifty-etf/MBS589,,Index Funds/ETFs
Sahara Wealth Plus - VPO (G),MFI019,https://www.moneycontrol.com/mutual-funds/nav/sahara-wealth-plus-vpo/MFI019,,Multi Cap Fund
Sundaram Select Focus - RP (G),MSN011,https://www.moneycontrol.com/mutual-funds/nav/sundaram-select-focus-rp/MSN011,,Focused Fund
HSBC IEF - Direct (G),MHS323,https://www.moneycontrol.com/mutual-funds/nav/hsbc-ief-direct/MHS323,,Sectoral/Thematic
Invesco India Nifty ETF,MLI428,https://www.moneycontrol.com/mutual-funds/nav/invesco-india-nifty-etf/MLI428,,Index Funds/ETFs
UTI Master Equity Plan (US),MUT101,https://www.moneycontrol.com/mutual-funds/nav/uti-master-equity-plan-us-/MUT101,,ELSS
ICICI Pru Advisor Series - PSF - D (G),MPI1173,https://www.moneycontrol.com/mutual-funds/nav/icici-pru-advisor-series-psf-d/MPI1173,,Fund of Funds
Edelweiss Multi-Asset Allocation - B (G),MEW047,https://www.moneycontrol.com/mutual-funds/nav/edelweiss-multi-asset-allocation-b/MEW047,,Multi Asset Allocation
HDFC Index - Nifty 50 Plan - D,MHD1152,https://www.moneycontrol.com/mutual-funds/nav/hdfc-index-nifty-50-plan-d/MHD1152,,Index Funds/ETFs
ICICI Pru Technology Fund (G),MPI015,https://www.moneycontrol.com/mutual-funds/nav/icici-pru-technology-fund/MPI015,,Sectoral/Thematic
Edelweiss Multi-Asset Allocation (G),MEW053,https://www.moneycontrol.com/mutual-funds/nav/edelweiss-multi-asset-allocation/MEW053,,Multi Asset Allocation
DHFL Pramerica Midcap Opp Fund-DP (G),MPA139,https://www.moneycontrol.com/mutual-funds/nav/dhfl-pramerica-midcap-opp-fund-dp/MPA139,,Mid Cap Fund
IDFC Nifty Fund - Direct (G),MAG739,https://www.moneycontrol.com/mutual-funds/nav/idfc-nifty-fund-direct/MAG739,,Index Funds/ETFs
Franklin India Bluechip (G),MKP001,https://www.moneycontrol.com/mutual-funds/nav/franklin-india-bluechip/MKP001,,Large Cap Fund
JM Large Cap Fund (G),MJM002,https://www.moneycontrol.com/mutual-funds/nav/jm-large-cap-fund/MJM002,,Large Cap Fund
UTI Hybrid Equity Fund - D (G),MUT661,https://www.moneycontrol.com/mutual-funds/nav/uti-hybrid-equity-fund-d/MUT661,,Aggressive Hybrid Fund
LIC Infrastructure - Direct (G),MJB151,https://www.moneycontrol.com/mutual-funds/nav/lic-infrastructure-direct/MJB151,,Sectoral/Thematic
UTI Nifty Index Fund - Direct (G),MUT657,https://www.moneycontrol.com/mutual-funds/nav/uti-nifty-index-fund-direct/MUT657,,Index Funds/ETFs
Baroda Pioneer Growth (G),MBO010,https://www.moneycontrol.com/mutual-funds/nav/baroda-pioneer-growth/MBO010,,Multi Cap Fund
Franklin (I) Dyn. PE Ratio - DP (G),MTE355,https://www.moneycontrol.com/mutual-funds/nav/franklin-i-dyn-pe-ratio-dp/MTE355,,Fund of Funds
Indiabulls Blue Chip Fund (G),MIM010,https://www.moneycontrol.com/mutual-funds/nav/indiabulls-blue-chip-fund/MIM010,,Large Cap Fund
ICICI Pru Large & Mid Cap Fund (G),MPI003,https://www.moneycontrol.com/mutual-funds/nav/icici-pru-large-mid-cap-fund/MPI003,,Large & Mid Cap Fund
HDFC Index - Sensex Plan - D,MHD1153,https://www.moneycontrol.com/mutual-funds/nav/hdfc-index-sensex-plan-d/MHD1153,,Index Funds/ETFs
ICICI Pru Advisor Series - CF (G),MPI072,https://www.moneycontrol.com/mutual-funds/nav/icici-pru-advisor-series-cf/MPI072,,Fund of Funds
IDFC Nifty Fund - Regular Plan (G),MAG386,https://www.moneycontrol.com/mutual-funds/nav/idfc-nifty-fund-regular-plan/MAG386,,Index Funds/ETFs
Taurus Nifty Index - Direct (G),MCM153,https://www.moneycontrol.com/mutual-funds/nav/taurus-nifty-index-direct/MCM153,,Index Funds/ETFs
HDFC Index - Nifty 50 Plan,MHD019,https://www.moneycontrol.com/mutual-funds/nav/hdfc-index-nifty-50-plan/MHD019,,Index Funds/ETFs
ICICI Pru Smallcap Fund - D (G),MPI1146,https://www.moneycontrol.com/mutual-funds/nav/icici-pru-smallcap-fund-d/MPI1146,,Small Cap Fund
ICICI Pru Balanced Adv (G),MPI126,https://www.moneycontrol.com/mutual-funds/nav/icici-pru-balanced-adv/MPI126,,Dynamic Asset Allocation or Balanced Advantage
ICICI Pru Nifty Index Fund - D (G),MPI1144,https://www.moneycontrol.com/mutual-funds/nav/icici-pru-nifty-index-fund-d/MPI1144,,Index Funds/ETFs
Reliance Pharma Fund (G),MRC058,https://www.moneycontrol.com/mutual-funds/nav/reliance-pharma-fund/MRC058,,Sectoral/Thematic
UTI Nifty Index Fund (G),MUT029,https://www.moneycontrol.com/mutual-funds/nav/uti-nifty-index-fund/MUT029,,Index Funds/ETFs
HDFC Infrastructure - Direct (G),MHD1155,https://www.moneycontrol.com/mutual-funds/nav/hdfc-infrastructure-direct/MHD1155,,Sectoral/Thematic
Franklin (I) LS FOF 30s Plan-DP (G),MTE359,https://www.moneycontrol.com/mutual-funds/nav/franklin-i-ls-fof-30s-plan-dp/MTE359,,Fund of Funds
Baroda Pioneer Hybrid Equity Fund - D (G,MBO083,https://www.moneycontrol.com/mutual-funds/nav/baroda-pioneer-hybrid-equity-fund-d-g/MBO083,,Aggressive Hybrid Fund
Franklin (I) Pension Plan - Dir (G),MTE293,https://www.moneycontrol.com/mutual-funds/nav/franklin-i-pension-plan-dir/MTE293,,Retirement Fund
HDFC Index - Sensex Plan,MHD020,https://www.moneycontrol.com/mutual-funds/nav/hdfc-index-sensex-plan/MHD020,,Index Funds/ETFs
Reliance Index - Nifty -Direct (G),MRC922,https://www.moneycontrol.com/mutual-funds/nav/reliance-index-nifty-direct/MRC922,,Index Funds/ETFs
ICICI Pru Regular Savings Fund - D (G),MPI1157,https://www.moneycontrol.com/mutual-funds/nav/icici-pru-regular-savings-fund-d/MPI1157,,Conservative Hybrid Fund
Tata Index Fund - Nifty - Direct Plan,MTA763,https://www.moneycontrol.com/mutual-funds/nav/tata-index-fund-nifty-direct-plan/MTA763,,Index Funds/ETFs
HSBC Large Cap Equity Fund (G),MHS001,https://www.moneycontrol.com/mutual-funds/nav/hsbc-large-cap-equity-fund/MHS001,,Large Cap Fund
IDBI India Top 100 Equity Fund (G),MIB062,https://www.moneycontrol.com/mutual-funds/nav/idbi-india-top-100-equity-fund/MIB062,,Large Cap Fund
Principal Personal Tax Saver,MSF023,https://www.moneycontrol.com/mutual-funds/nav/principal-personal-tax-saver/MSF023,,ELSS
Reliance ETF Nifty BeES,MBM001,https://www.moneycontrol.com/mutual-funds/nav/reliance-etf-nifty-bees/MBM001,,Index Funds/ETFs
SBI Contra Fund (G),MSB010,https://www.moneycontrol.com/mutual-funds/nav/sbi-contra-fund/MSB010,,Contra Fund
ICICI Pru Advisor Series - PSF (G),MPI076,https://www.moneycontrol.com/mutual-funds/nav/icici-pru-advisor-series-psf/MPI076,,Fund of Funds
Tata Ethical Fund (G),MTA010,https://www.moneycontrol.com/mutual-funds/nav/tata-ethical-fund/MTA010,,Sectoral/Thematic
DHFL Pramerica Hybrid Equity - D (G),MDE513,https://www.moneycontrol.com/mutual-funds/nav/dhfl-pramerica-hybrid-equity-d/MDE513,,Aggressive Hybrid Fund
Principal Balanced Advantage - D (G),MID327,https://www.moneycontrol.com/mutual-funds/nav/principal-balanced-advantage-d/MID327,,Dynamic Asset Allocation or Balanced Advantage
ICICI Prudential Nifty ETF,MPI1312,https://www.moneycontrol.com/mutual-funds/nav/icici-prudential-nifty-etf/MPI1312,,Index Funds/ETFs
SBI Nifty Index Fund - Direct (G),MSB507,https://www.moneycontrol.com/mutual-funds/nav/sbi-nifty-index-fund-direct/MSB507,,Index Funds/ETFs
DSP Top 100 Equity Fund - Direct (G),MDS568,https://www.moneycontrol.com/mutual-funds/nav/dsp-top-100-equity-fund-direct/MDS568,,Large Cap Fund
IDFC Large Cap Fund - D (G),MAG725,https://www.moneycontrol.com/mutual-funds/nav/idfc-large-cap-fund-d/MAG725,,Large Cap Fund
SBI - ETF Sensex,MSB583,https://www.moneycontrol.com/mutual-funds/nav/sbi-etf-sensex/MSB583,,Index Funds/ETFs
ABSL BAF (G),MIN007,https://www.moneycontrol.com/mutual-funds/nav/absl-baf/MIN007,,Dynamic Asset Allocation or Balanced Advantage
UTI Value Opportunities Fund - D (G),MUT635,https://www.moneycontrol.com/mutual-funds/nav/uti-value-opportunities-fund-d/MUT635,,Value Fund
SBI Technology Opportunities - D (G),MSB518,https://www.moneycontrol.com/mutual-funds/nav/sbi-technology-opportunities-d/MSB518,,Sectoral/Thematic
Sahara Growth Fund - Direct (G),MFI063,https://www.moneycontrol.com/mutual-funds/nav/sahara-growth-fund-direct/MFI063,,Multi Cap Fund
Tata Index Fund - Sensex - Direct,MTA764,https://www.moneycontrol.com/mutual-funds/nav/tata-index-fund-sensex-direct/MTA764,,Index Funds/ETFs
Franklin (I) Index-NSE -Direct (G),MTE321,https://www.moneycontrol.com/mutual-funds/nav/franklin-i-index-nse-direct/MTE321,,Index Funds/ETFs
Kotak Nifty ETF,MKM321,https://www.moneycontrol.com/mutual-funds/nav/kotak-nifty-etf/MKM321,,Index Funds/ETFs
Essel Large Cap Equity (G),MPM034,https://www.moneycontrol.com/mutual-funds/nav/essel-large-cap-equity/MPM034,,Large Cap Fund
ICICI Pru Nifty Index Fund (G),MPI031,https://www.moneycontrol.com/mutual-funds/nav/icici-pru-nifty-index-fund/MPI031,,Index Funds/ETFs
IDBI Nifty Index Fund - Direct (G),MIB070,https://www.moneycontrol.com/mutual-funds/nav/idbi-nifty-index-fund-direct/MIB070,,Index Funds/ETFs
JM Equity Hybrid Fund - D (G),MJM328,https://www.moneycontrol.com/mutual-funds/nav/jm-equity-hybrid-fund-d/MJM328,,Aggressive Hybrid Fund
Motilal MOSt Oswal M50 ETF,MMO001,https://www.moneycontrol.com/mutual-funds/nav/motilal-most-oswal-m50-etf/MMO001,,Index Funds/ETFs
ABSL Dividend Yield Fund - D (G),MBS809,https://www.moneycontrol.com/mutual-funds/nav/absl-dividend-yield-fund-d/MBS809,,Dividend Yield Fund
Taurus Largecap Equity Fund - D (G),MCM130,https://www.moneycontrol.com/mutual-funds/nav/taurus-largecap-equity-fund-d/MCM130,,Large Cap Fund
Taurus Starshare MCF - D (G),MCM149,https://www.moneycontrol.com/mutual-funds/nav/taurus-starshare-mcf-d/MCM149,,Multi Cap Fund
UTI Hybrid Equity Fund (G),MUT019,https://www.moneycontrol.com/mutual-funds/nav/uti-hybrid-equity-fund/MUT019,,Aggressive Hybrid Fund
ICICI Pru Advisor Series - TF (G),MPI074,https://www.moneycontrol.com/mutual-funds/nav/icici-pru-advisor-series-tf/MPI074,,Fund of Funds
Sundaram Equity Hybrid Fund - D (G),MSN557,https://www.moneycontrol.com/mutual-funds/nav/sundaram-equity-hybrid-fund-d/MSN557,,Aggressive Hybrid Fund
HSBC IEF (G),MHS052,https://www.moneycontrol.com/mutual-funds/nav/hsbc-ief/MHS052,,Sectoral/Thematic
Tata Large Cap Fund - Regular Plan (G),MTA006,https://www.moneycontrol.com/mutual-funds/nav/tata-large-cap-fund-regular-plan/MTA006,,Large Cap Fund
LIC Index Nifty- Direct (G),MJB159,https://www.moneycontrol.com/mutual-funds/nav/lic-index-nifty-direct/MJB159,,Index Funds/ETFs
Sahara Taxgain - Direct (G),MFI065,https://www.moneycontrol.com/mutual-funds/nav/sahara-taxgain-direct/MFI065,,ELSS
UTI CCF - Savings Plan - DP,MUT669,https://www.moneycontrol.com/mutual-funds/nav/uti-ccf-savings-plan-dp/MUT669,,Childrens Fund
ICICI Pru Smallcap Fund - RP (G),MPI243,https://www.moneycontrol.com/mutual-funds/nav/icici-pru-smallcap-fund-rp/MPI243,,Small Cap Fund
UTI India Lifestyle Fund -Direct(G),MUT649,https://www.moneycontrol.com/mutual-funds/nav/uti-india-lifestyle-fund-direct/MUT649,,Sectoral/Thematic
ICICI Pru Smallcap Fund - IP (G),MPI245,https://www.moneycontrol.com/mutual-funds/nav/icici-pru-smallcap-fund-ip/MPI245,,Small Cap Fund
Invesco India Dynamic Equity (G),MLI117,https://www.moneycontrol.com/mutual-funds/nav/invesco-india-dynamic-equity/MLI117,,Dynamic Asset Allocation or Balanced Advantage
Tata RSF - Conservative - Direct,MTA790,https://www.moneycontrol.com/mutual-funds/nav/tata-rsf-conservative-direct/MTA790,,Retirement Fund
